name,s_MiaFRFP_1,s_MiaFRFP_2,s_MiaFRFP_3,s_Part1Lag_1,s_Part1Lag_2,s_Part1Lag_3
ENSG00000288822,0,0,0,2,82,62
ENSG00000227591,0,0,5,0,1,0
ENSG00000239636,3,7,0,3,12,0
ENSG00000290094,2,0,0,7,3,0
ENSG00000290096,1,1,0,0,2,1
ENSG00000289062,0,0,0,0,0,0
ENSG00000290102,0,0,0,4,3,0
ENSG00000290105,8,0,0,0,0,19
ENSG00000238164,4,0,0,46,6,2
ENSG00000290111,0,0,0,0,0,0
ENSG00000203706,0,0,0,0,0,0
ENSG00000228436,106,58,69,59,67,54
ENSG00000289439,0,0,0,0,0,0
ENSG00000197568,300,418,165,235,346,181
ENSG00000153363,1164,1094,539,1322,977,483
ENSG00000230798,0,0,0,0,0,0
ENSG00000227533,12,9,1,0,28,18
ENSG00000230623,2,0,0,1,1,0
ENSG00000231789,1,6,0,0,0,0
ENSG00000288880,98,95,78,112,97,32
ENSG00000236423,20,23,24,22,65,69
ENSG00000231057,51,52,39,3,19,13
ENSG00000223956,0,0,0,0,0,4
ENSG00000282048,0,1,0,0,0,0
ENSG00000235200,0,0,0,0,0,0
ENSG00000259943,884,1168,301,632,557,140
ENSG00000289576,0,0,0,1,0,0
ENSG00000203288,43,58,23,25,40,38
ENSG00000231365,1594,1830,1470,450,660,283
ENSG00000288775,0,0,0,0,0,0
ENSG00000290121,0,0,0,0,2,0
ENSG00000290125,6,1,2,29,6,4
ENSG00000237463,0,0,0,0,0,0
ENSG00000272145,222,135,111,65,102,45
ENSG00000231663,70,44,38,49,139,20
ENSG00000290126,26,27,18,22,61,15
ENSG00000228192,22,22,27,27,8,4
ENSG00000233184,462,442,110,597,568,181
ENSG00000290127,5,14,8,23,66,18
ENSG00000125462,44,53,5,48,53,38
ENSG00000228084,8,30,14,45,22,4
ENSG00000198468,795,693,353,862,723,563
ENSG00000171819,0,0,0,79,18,77
ENSG00000207451,0,0,0,0,1,0
ENSG00000238173,1,0,0,4,7,6
ENSG00000120942,6455,6019,5022,2823,2770,2500
ENSG00000238199,3,18,0,19,15,1
ENSG00000284646,0,0,0,0,0,3
ENSG00000232671,67,57,52,133,149,103
ENSG00000143373,887,821,993,347,474,409
ENSG00000143393,18984,16148,14537,6045,6369,5367
ENSG00000265753,1,0,8,0,2,0
ENSG00000273481,6,0,0,2,6,12
ENSG00000143390,9605,8219,5969,3772,3116,2393
ENSG00000224645,0,0,0,0,0,0
ENSG00000237976,30,43,42,69,52,34
ENSG00000143416,3020,2309,2285,2752,4813,2115
ENSG00000159377,8620,7254,5593,7062,6562,6167
ENSG00000238711,0,2,0,6,0,1
ENSG00000143375,403,402,110,107,44,76
ENSG00000252840,0,0,0,0,0,0
ENSG00000143367,2692,2692,2327,1357,1564,929
ENSG00000232536,4,2,0,28,42,56
ENSG00000207606,0,0,0,0,0,0
ENSG00000223861,12,8,20,19,31,62
ENSG00000224129,0,0,0,0,0,0
ENSG00000117676,9950,9056,9157,3558,2265,3078
ENSG00000238705,0,0,0,0,0,0
ENSG00000243905,0,0,1,0,0,0
ENSG00000252802,0,0,0,0,0,0
ENSG00000252429,0,0,0,0,0,0
ENSG00000289452,0,3,0,4,3,1
ENSG00000229247,0,0,0,1,0,0
ENSG00000236679,4,6,4,6,9,4
ENSG00000236601,0,0,0,0,0,0
ENSG00000269732,0,0,0,0,0,0
ENSG00000284733,0,0,0,0,0,0
ENSG00000233653,1,0,0,0,0,0
ENSG00000250575,1,0,4,0,0,0
ENSG00000117682,3629,3332,2831,1359,1259,1002
ENSG00000120948,15055,16795,7225,7109,6657,2399
ENSG00000219201,1026,1057,530,778,655,357
ENSG00000235613,38,49,32,51,32,18
ENSG00000232015,0,0,0,0,0,0
ENSG00000235927,45,91,47,23,69,61
ENSG00000162614,194,337,115,175,168,61
ENSG00000162616,811,1259,203,12065,7252,1246
ENSG00000273338,3,1,2,7,19,6
ENSG00000285928,7,3,3,53,21,14
ENSG00000213561,0,1,0,12,13,9
ENSG00000251958,0,0,0,0,0,0
ENSG00000213560,14,15,8,101,47,33
ENSG00000162613,4325,4082,2532,3813,3224,1558
ENSG00000169418,19,16,0,4,0,0
ENSG00000274940,0,0,0,0,0,0
ENSG00000242565,0,1,0,0,0,0
ENSG00000235015,2,1,2,0,0,0
ENSG00000199565,0,0,0,0,0,0
ENSG00000143624,9325,9118,7491,3710,4036,2851
ENSG00000243613,0,0,0,0,0,0
ENSG00000233222,1,0,0,0,0,0
ENSG00000143554,143,85,118,107,301,196
ENSG00000207039,0,0,0,0,0,1
ENSG00000143614,1219,1452,1447,1118,1618,810
ENSG00000223599,23,11,9,68,48,35
ENSG00000236327,11,3,7,2,12,0
ENSG00000284738,30,22,11,22,15,16
ENSG00000289935,18,4,45,6,9,12
ENSG00000272654,224,100,27,53,61,39
ENSG00000171385,8,7,9,6,9,0
ENSG00000143473,14,5,0,29,7,1
ENSG00000279333,0,0,0,0,0,0
ENSG00000224668,28,12,18,34,13,12
ENSG00000283952,0,0,0,0,0,0
ENSG00000284376,3,2,3,1,0,3
ENSG00000234233,4,3,0,0,0,0
ENSG00000234004,29,17,24,160,123,133
ENSG00000226986,850,675,472,1628,1041,1074
ENSG00000078369,46891,43837,35438,23933,22546,16012
ENSG00000231050,69,41,24,16,26,60
ENSG00000290117,25,19,23,18,46,13
ENSG00000168765,955,864,626,403,406,448
ENSG00000134184,1435,1437,953,819,871,568
ENSG00000260246,2,0,0,0,2,2
ENSG00000134201,0,5,2,28,36,16
ENSG00000241720,0,0,0,4,11,0
ENSG00000134202,4229,3485,1474,3296,2775,1653
ENSG00000198758,0,0,0,0,0,0
ENSG00000224927,0,3,0,3,0,0
ENSG00000227152,0,0,0,0,0,0
ENSG00000235146,0,0,0,0,0,0
ENSG00000225972,4,5,1,37,36,26
ENSG00000225630,752,588,330,4121,2777,1302
ENSG00000237973,142,116,80,418,598,214
ENSG00000278791,0,0,0,0,0,0
ENSG00000229344,14,9,3,58,89,37
ENSG00000240409,4,9,2,55,43,21
ENSG00000248527,1686,1190,687,7972,8550,4741
ENSG00000198744,46,38,40,144,258,137
ENSG00000268663,0,0,0,0,0,0
ENSG00000284662,0,0,0,0,0,0
ENSG00000229376,2,2,2,1,0,0
ENSG00000223181,0,0,1,2,0,0
ENSG00000225880,102,114,70,40,100,79
ENSG00000230199,0,1,0,1,0,4
ENSG00000234116,0,0,0,0,0,0
ENSG00000278455,0,0,0,0,0,0
ENSG00000253326,16,2,0,0,3,2
ENSG00000212230,0,0,0,0,0,0
ENSG00000227230,2,0,1,4,2,0
ENSG00000232085,3,1,0,0,2,1
ENSG00000289589,20,7,0,56,88,30
ENSG00000231095,66,76,45,158,58,50
ENSG00000265822,0,0,0,0,0,0
ENSG00000162402,4613,6379,3134,1396,1534,942
ENSG00000122417,1333,2049,584,1935,2109,926
ENSG00000187642,25,0,56,11,11,12
ENSG00000183853,23386,24168,21881,2347,4982,3623
ENSG00000226520,13,17,0,19,16,14
ENSG00000288460,0,0,0,0,2,0
ENSG00000231666,0,0,0,0,2,0
ENSG00000227295,21,22,14,80,55,25
ENSG00000158473,0,0,0,0,0,0
ENSG00000229914,0,0,0,1,1,1
ENSG00000176320,0,0,1,0,2,0
ENSG00000229305,11,2,0,0,17,0
ENSG00000288816,14,18,0,4,25,7
ENSG00000227634,134,100,18,46,117,29
ENSG00000200975,1,0,0,0,8,0
ENSG00000233645,2,5,0,2,30,8
ENSG00000232912,2,7,0,3,14,4
ENSG00000221083,0,0,0,3,1,0
ENSG00000270282,0,1,0,2,10,9
ENSG00000234619,6,2,3,309,165,79
ENSG00000224315,1,1,1,0,3,2
ENSG00000222511,0,2,0,4,0,0
ENSG00000226545,6,0,1,62,33,39
ENSG00000228423,6,2,0,6,12,2
ENSG00000229716,0,0,2,1,0,2
ENSG00000074800,451873,394415,358448,149050,154938,125811
ENSG00000274258,2,2,2,0,0,0
ENSG00000230679,26,53,6,33,64,18
ENSG00000201725,0,0,0,0,0,0
ENSG00000238249,223,191,98,183,174,101
ENSG00000232208,2,0,0,1,0,1
ENSG00000232663,0,0,0,0,0,0
ENSG00000131686,5,0,0,89,623,0
ENSG00000290109,0,0,0,0,4,0
ENSG00000265141,0,0,0,1,0,0
ENSG00000142599,4479,4842,6511,2599,3473,3070
ENSG00000143622,1017,1088,477,966,744,316
ENSG00000153187,64911,80681,42602,32771,29211,10236
ENSG00000273175,0,9,0,3,6,0
ENSG00000065526,8075,9519,7411,3297,4206,1453
ENSG00000197617,0,0,2,0,0,0
ENSG00000249730,0,0,0,0,0,0
ENSG00000271806,4,25,24,0,46,0
ENSG00000182873,42,61,128,37,30,61
ENSG00000162585,9028,6105,7107,5286,6378,7498
ENSG00000234396,0,0,1,2,3,6
ENSG00000287356,277,207,190,16,321,209
ENSG00000272161,0,0,0,0,1,3
ENSG00000157933,510,434,712,627,901,1090
ENSG00000232628,0,0,0,0,4,17
ENSG00000162923,1826,2727,1184,4972,3180,1163
ENSG00000228626,13,13,15,3,0,2
ENSG00000238107,0,0,0,4,0,0
ENSG00000224481,5,0,0,1,3,0
ENSG00000235988,0,0,0,0,0,0
ENSG00000252744,0,0,0,0,0,0
ENSG00000283676,0,0,0,0,2,0
ENSG00000202408,0,0,0,0,3,0
ENSG00000272824,0,0,0,0,0,0
ENSG00000207340,0,0,0,0,0,0
ENSG00000252135,0,0,0,0,0,0
ENSG00000278596,0,0,0,1,2,9
ENSG00000238825,0,0,0,1,3,8
ENSG00000201183,5,0,0,0,3,1
ENSG00000225871,10,28,12,8,4,0
ENSG00000285062,0,0,0,0,0,0
ENSG00000280649,0,0,0,0,5,6
ENSG00000289614,0,0,0,0,0,8
ENSG00000288925,2,0,0,0,4,0
ENSG00000233791,29,37,4,34,102,39
ENSG00000229120,0,4,0,0,0,0
ENSG00000272262,3,0,0,0,0,0
ENSG00000236439,35,21,9,366,208,221
ENSG00000253042,0,0,0,0,1,0
ENSG00000143858,29,33,0,2,6,17
ENSG00000226862,0,0,0,0,0,0
ENSG00000225620,0,0,0,0,0,0
ENSG00000117139,15684,17594,12402,5561,10790,4431
ENSG00000228288,244,203,156,259,408,219
ENSG00000077157,1143,1105,1045,642,775,588
ENSG00000289432,0,0,0,0,0,0
ENSG00000116199,5548,6298,3374,1307,1791,885
ENSG00000232750,4,0,1,2,2,5
ENSG00000186283,15138,11952,11088,5048,4853,4150
ENSG00000143322,3168,3712,2884,695,917,576
ENSG00000234041,0,0,0,0,0,0
ENSG00000231905,2,5,0,12,11,2
ENSG00000212338,0,1,1,2,0,1
ENSG00000201619,0,0,0,0,2,0
ENSG00000231564,3,0,1,3,2,4
ENSG00000225711,4,17,15,29,8,15
ENSG00000223794,0,0,0,2,0,3
ENSG00000228191,0,0,0,0,0,0
ENSG00000181773,2924,3108,2637,278,510,455
ENSG00000077522,5,15,32,21,20,61
ENSG00000271746,33,22,68,45,88,59
ENSG00000265392,0,0,0,0,0,0
ENSG00000231868,0,1,0,0,1,0
ENSG00000243062,0,0,0,0,0,0
ENSG00000143340,0,0,0,0,0,18
ENSG00000229407,0,0,0,0,0,0
ENSG00000231966,0,1,0,0,0,0
ENSG00000169905,8131,10071,6113,4141,4586,2420
ENSG00000272906,18,23,8,18,24,9
ENSG00000264916,1,0,0,6,26,7
ENSG00000261831,0,0,0,0,0,0
ENSG00000260360,40,19,0,24,81,49
ENSG00000235145,0,0,0,1,0,1
ENSG00000223450,2,2,0,5,5,3
ENSG00000261817,0,0,0,0,0,0
ENSG00000116260,9324,8131,9236,3205,5819,5847
ENSG00000121454,24,52,18,36,14,15
ENSG00000289628,138,148,108,77,56,14
ENSG00000237250,0,0,0,0,4,0
ENSG00000230019,0,0,0,0,0,0
ENSG00000097033,3828,4371,1605,8708,4979,2570
ENSG00000237094,0,0,0,0,0,0
ENSG00000290385,7,4,20,5,9,1
ENSG00000229887,0,0,0,0,0,0
ENSG00000290536,2,0,1,0,0,2
ENSG00000227179,0,0,0,0,0,1
ENSG00000290561,0,0,0,0,0,0
ENSG00000223804,0,0,0,0,0,0
ENSG00000290569,0,1,0,0,1,1
ENSG00000215834,0,0,0,0,0,0
ENSG00000290604,0,0,0,0,0,0
ENSG00000197067,0,0,0,0,0,0
ENSG00000290608,0,0,0,0,0,0
ENSG00000224227,0,0,0,0,0,0
ENSG00000290612,0,0,0,0,0,0
ENSG00000227671,117,192,72,194,109,11
ENSG00000203664,0,0,0,0,0,0
ENSG00000215859,0,0,0,0,0,0
ENSG00000290705,1,0,23,1,6,5
ENSG00000234571,0,0,0,0,0,0
ENSG00000290735,0,0,0,0,1,0
ENSG00000203878,0,0,0,0,0,0
ENSG00000290764,0,0,0,0,0,0
ENSG00000229978,0,0,0,0,0,0
ENSG00000230092,0,0,0,0,0,0
ENSG00000234232,0,0,0,0,0,0
ENSG00000220323,0,0,0,0,0,0
ENSG00000261716,0,0,0,0,0,0
ENSG00000223972,0,0,0,0,0,0
ENSG00000240361,0,0,0,0,0,0
ENSG00000227684,0,0,0,0,0,0
ENSG00000186715,0,0,0,0,0,0
ENSG00000215790,0,0,0,0,0,0
ENSG00000272419,0,0,0,0,0,0
ENSG00000290867,0,0,0,6,0,0
ENSG00000276756,0,0,0,0,0,0
ENSG00000290869,0,0,0,0,0,0
ENSG00000285215,0,0,0,0,0,0
ENSG00000275585,0,0,0,0,0,0
ENSG00000234761,0,0,0,0,0,0
ENSG00000290909,0,0,0,0,0,0
ENSG00000284740,0,0,0,0,0,0
ENSG00000185495,0,1,0,11,6,1
ENSG00000272150,0,0,0,0,0,0
ENSG00000291005,17,22,5,13,37,4
ENSG00000153923,0,0,0,0,0,0
ENSG00000291014,0,0,0,0,0,0
ENSG00000272645,0,0,0,0,1,0
ENSG00000215908,7,9,22,0,7,1
ENSG00000237276,22,0,0,6,6,0
ENSG00000291077,2,0,0,17,3,0
ENSG00000223345,0,0,0,0,0,0
ENSG00000291123,0,0,0,2,0,0
ENSG00000243970,0,0,0,0,1,0
ENSG00000291129,15,3,4,47,104,20
ENSG00000220785,0,0,0,0,0,0
ENSG00000198019,0,0,0,0,0,0
ENSG00000291135,1,0,0,1,2,0
ENSG00000160766,0,0,0,0,0,0
ENSG00000232022,0,0,0,1,0,0
ENSG00000231752,0,0,0,0,0,0
ENSG00000291141,23,20,0,36,28,20
ENSG00000217801,0,2,0,0,4,2
ENSG00000286640,0,0,0,0,0,0
ENSG00000291157,0,0,0,0,0,0
ENSG00000277147,0,0,0,0,0,0
ENSG00000231827,0,0,0,0,3,0
ENSG00000291199,0,0,0,0,0,1
ENSG00000228327,0,0,0,0,0,0
ENSG00000231512,0,0,0,0,0,0
ENSG00000214837,0,0,0,0,0,0
ENSG00000236957,0,0,0,0,0,0
ENSG00000291226,0,0,0,0,0,0
ENSG00000231551,0,0,0,0,0,0
ENSG00000215861,0,2,0,0,1,0
ENSG00000214796,0,5,12,0,0,8
ENSG00000291234,78,93,90,45,21,39
ENSG00000143549,55440,50630,34293,42498,37753,27028
ENSG00000288982,2,1,0,0,0,0
ENSG00000284699,0,0,0,0,0,0
ENSG00000169504,6047,9756,2166,4892,3041,1046
ENSG00000238482,0,0,0,0,0,0
ENSG00000278034,0,0,0,0,0,0
ENSG00000133226,9264,10879,7585,4884,4544,2181
ENSG00000285053,332,228,183,191,251,76
ENSG00000188783,12,8,4,26,3,29
ENSG00000058668,10760,14441,7842,895,2076,963
ENSG00000249087,137,179,264,165,191,142
ENSG00000230424,16,11,15,35,42,48
ENSG00000077549,22129,18666,14561,19999,15142,12537
ENSG00000173436,912,995,753,2272,1241,753
ENSG00000201609,0,0,0,0,1,0
ENSG00000235185,0,0,0,9,8,9
ENSG00000158747,10452,7917,10559,22118,4068,8996
ENSG00000270136,1,0,0,0,0,0
ENSG00000226396,227,131,128,984,574,697
ENSG00000158748,4591,3952,5168,153,49,43
ENSG00000020633,0,0,0,138,80,182
ENSG00000229162,0,0,0,0,0,0
ENSG00000261025,0,0,0,0,0,0
ENSG00000264371,0,0,0,0,0,0
ENSG00000285823,0,0,0,0,0,0
ENSG00000070831,97,127,70,149,246,94
ENSG00000290849,0,0,0,0,0,0
ENSG00000290850,0,0,0,0,0,0
ENSG00000290851,1,4,1,0,0,0
ENSG00000238142,124,79,53,122,159,145
ENSG00000231507,0,0,19,10,9,0
ENSG00000202300,0,0,0,1,1,0
ENSG00000122176,0,0,0,0,11,5
ENSG00000229652,5,2,1,12,3,8
ENSG00000271588,0,0,0,0,0,0
ENSG00000233396,51,62,0,14,47,9
ENSG00000290578,22,4,16,27,47,29
ENSG00000277406,0,0,0,0,0,0
ENSG00000273768,2,0,1,0,8,5
ENSG00000287978,28,30,31,22,20,23
ENSG00000274428,0,0,0,0,0,1
ENSG00000277655,0,0,0,0,0,0
ENSG00000291242,0,8,0,0,2,1
ENSG00000289321,0,0,0,0,0,0
ENSG00000274408,0,0,0,0,0,0
ENSG00000276975,0,0,0,0,2,0
ENSG00000290557,0,0,0,0,0,0
ENSG00000274450,0,0,0,0,0,0
ENSG00000291243,0,0,0,0,0,0
ENSG00000237188,0,0,0,0,0,0
ENSG00000131781,16,65,14,122,60,21
ENSG00000226015,1686,1790,681,982,732,215
ENSG00000236806,0,0,0,1,1,8
ENSG00000131778,183,160,136,93,92,63
ENSG00000213226,17,7,11,7,7,11
ENSG00000227947,0,0,0,0,0,0
ENSG00000269113,120,135,131,6,81,29
ENSG00000223814,0,0,0,0,0,0
ENSG00000225028,0,0,0,7,0,0
ENSG00000226133,0,0,0,0,0,0
ENSG00000231413,0,0,0,0,0,0
ENSG00000237180,0,0,0,0,0,1
ENSG00000279096,0,0,0,0,0,0
ENSG00000242267,0,0,0,0,0,0
ENSG00000223720,0,0,0,0,0,0
ENSG00000117834,0,0,0,0,0,2
ENSG00000272491,0,0,0,0,0,0
ENSG00000279214,0,0,0,0,2,0
ENSG00000132122,715,737,348,649,582,392
ENSG00000224986,0,0,0,12,1,6
ENSG00000290466,0,0,0,0,0,0
ENSG00000291246,0,0,0,0,2,0
ENSG00000230864,0,0,0,0,0,0
ENSG00000060718,1,0,1,7,10,2
ENSG00000234257,0,0,0,0,0,0
ENSG00000085832,4552,6152,2037,2895,1912,747
ENSG00000227070,3,12,0,5,7,3
ENSG00000134686,13427,11444,14334,5179,6529,5561
ENSG00000159023,2628,3073,2155,731,560,394
ENSG00000159388,2978,2559,1734,11119,16585,8725
ENSG00000116254,179,62,380,6,22,31
ENSG00000285629,0,0,0,0,0,0
ENSG00000116251,2857,2754,1680,2075,2559,1137
ENSG00000226944,23,9,13,8,15,5
ENSG00000158286,1851,1652,2092,1267,1417,1471
ENSG00000116237,14260,13424,11136,6507,5629,4791
ENSG00000225077,113,43,9,97,22,97
ENSG00000158292,2735,2665,2508,401,268,470
ENSG00000173673,0,0,0,0,0,0
ENSG00000069812,835,863,777,490,771,574
ENSG00000117569,626,1068,262,1229,753,200
ENSG00000207730,0,0,0,0,0,0
ENSG00000207607,0,0,0,0,0,0
ENSG00000198976,0,0,0,0,0,0
ENSG00000162571,0,0,0,0,0,0
ENSG00000169972,2831,2452,3561,575,689,782
ENSG00000224870,2347,2067,2462,1163,1767,1383
ENSG00000205116,85,90,142,144,716,373
ENSG00000291232,7,0,0,22,15,4
ENSG00000178104,2097,2467,1136,687,876,698
ENSG00000291233,0,0,2,2,3,1
ENSG00000117152,49138,56990,20844,7238,732,6634
ENSG00000213036,20,22,8,96,56,31
ENSG00000215819,0,0,0,1,0,0
ENSG00000250536,25,30,38,48,26,28
ENSG00000224584,6,0,1,13,0,2
ENSG00000185221,0,0,0,13,8,12
ENSG00000223869,0,0,0,0,0,0
ENSG00000287008,0,0,0,0,0,0
ENSG00000117724,15985,22409,13651,8110,5834,2229
ENSG00000231064,50,39,44,38,78,67
ENSG00000291137,28,32,21,7,48,12
ENSG00000160767,4432,3747,5972,1107,1965,1679
ENSG00000162543,0,0,0,0,0,0
ENSG00000157211,0,0,0,0,0,0
ENSG00000225632,5,0,24,17,0,0
ENSG00000157216,1547,1471,2092,1049,1045,1200
ENSG00000143552,8,13,0,57,76,19
ENSG00000289014,0,5,0,1,20,12
ENSG00000179546,22,56,0,0,0,0
ENSG00000067208,2983,3964,1988,2252,1916,708
ENSG00000143774,19842,14469,15671,24709,22782,24809
ENSG00000169991,1089,807,1445,239,370,388
ENSG00000198400,38,11,1,1,0,0
ENSG00000097021,23315,19396,20112,13002,9114,9257
ENSG00000187017,43,23,0,17,13,16
ENSG00000198216,0,0,2,1,9,1
ENSG00000179930,0,0,0,0,0,7
ENSG00000224810,0,0,0,0,0,0
ENSG00000225982,0,0,0,2,0,0
ENSG00000228918,0,0,0,0,0,0
ENSG00000232309,0,0,0,0,0,0
ENSG00000289573,0,0,0,0,0,0
ENSG00000232096,0,0,0,0,0,0
ENSG00000206764,0,0,0,0,0,0
ENSG00000228664,0,0,0,0,0,0
ENSG00000231684,270,244,155,574,440,458
ENSG00000264470,0,0,0,0,0,0
ENSG00000162437,2482,3073,1574,1301,993,443
ENSG00000122432,23,5,15,30,48,10
ENSG00000284882,4,9,0,13,10,9
ENSG00000289881,9,0,0,3,0,12
ENSG00000285325,0,0,0,0,0,0
ENSG00000143569,35862,34230,28685,13872,11039,10608
ENSG00000168710,23457,24504,15186,10684,6959,5095
ENSG00000143093,6054,4371,5363,1854,1927,1336
ENSG00000258634,128,156,122,43,40,27
ENSG00000156150,0,0,0,0,1,0
ENSG00000258673,0,1,0,0,8,0
ENSG00000186150,0,0,0,0,0,0
ENSG00000291326,0,1,0,2,6,0
ENSG00000233061,0,0,0,4,0,0
ENSG00000229486,0,0,1,0,0,0
ENSG00000285201,0,0,0,0,0,0
ENSG00000271576,102,153,60,124,106,53
ENSG00000142875,2422,3536,1305,2625,1342,445
ENSG00000213540,0,3,2,4,9,3
ENSG00000154007,0,0,0,0,1,0
ENSG00000225605,0,0,0,0,0,0
ENSG00000230027,1,2,0,0,0,2
ENSG00000184005,0,0,0,0,0,0
ENSG00000223905,0,0,0,0,0,0
ENSG00000272855,0,0,0,0,0,0
ENSG00000226415,15619,12797,11256,7845,8881,7436
ENSG00000199921,0,0,0,0,0,0
ENSG00000237552,0,0,0,0,0,1
ENSG00000286774,0,0,0,0,0,0
ENSG00000232175,0,0,0,0,0,0
ENSG00000135778,4172,3375,2173,3738,2991,2499
ENSG00000135749,1104,1288,1099,228,412,303
ENSG00000231940,18,20,6,59,46,42
ENSG00000251508,0,0,0,0,0,0
ENSG00000143674,3747,4272,4106,739,1267,854
ENSG00000252501,0,0,0,0,0,0
ENSG00000287423,0,0,0,0,0,1
ENSG00000289305,0,0,0,0,0,0
ENSG00000135750,0,0,0,0,0,0
ENSG00000265744,0,0,0,0,0,0
ENSG00000163485,4570,4007,6484,218,67,53
ENSG00000142973,0,0,0,0,0,1
ENSG00000290456,0,0,0,0,0,0
ENSG00000154198,0,0,0,0,0,0
ENSG00000238145,0,2,2,6,2,5
ENSG00000187048,0,0,0,0,0,0
ENSG00000259832,0,0,0,0,0,0
ENSG00000261196,0,0,0,0,0,0
ENSG00000261593,0,0,0,0,0,0
ENSG00000261290,0,0,0,0,0,0
ENSG00000271383,3,7,5,1,4,4
ENSG00000291158,8,10,1,8,27,15
ENSG00000290790,0,0,0,3,0,0
ENSG00000290791,73,88,42,123,143,22
ENSG00000290792,270,362,143,175,244,58
ENSG00000142920,4374,3348,2908,333,926,733
ENSG00000183347,0,0,1,529,430,255
ENSG00000215874,0,0,0,0,0,0
ENSG00000290525,0,0,0,16,0,2
ENSG00000225492,0,0,0,119,33,20
ENSG00000069424,1543,1530,1405,199,312,325
ENSG00000143442,4732,5558,4537,1966,2619,1269
ENSG00000137942,1710,2461,795,1557,1720,558
ENSG00000224093,13,3,19,30,24,32
ENSG00000289593,0,2,7,4,3,0
ENSG00000290013,0,0,4,1,7,10
ENSG00000177606,24327,17417,23723,62480,81144,91554
ENSG00000171735,3134,2930,1549,2623,2651,2080
ENSG00000284601,0,0,0,0,0,1
ENSG00000162399,0,0,1,0,0,0
ENSG00000283773,0,0,0,0,0,0
ENSG00000280114,0,0,0,0,0,0
ENSG00000160072,7458,6148,8797,3071,4568,3350
ENSG00000290916,0,4,0,2,3,4
ENSG00000205090,2,3,1,6,12,23
ENSG00000290854,312,327,251,95,231,169
ENSG00000050628,0,0,0,0,0,0
ENSG00000011021,1850,1747,1501,844,1003,492
ENSG00000116685,17911,15016,20596,8955,11051,9211
ENSG00000198830,16235,14038,7688,11049,11305,6845
ENSG00000284748,0,0,0,0,1,0
ENSG00000169218,169,94,132,4,1,16
ENSG00000116922,4065,4166,3323,1435,2265,1315
ENSG00000134690,16235,16311,12550,2743,3008,1694
ENSG00000183317,518,331,316,186,377,304
ENSG00000200421,0,2,2,0,0,0
ENSG00000214141,0,2,0,0,0,0
ENSG00000227416,4,4,0,1,2,4
ENSG00000185090,5958,4872,5340,1577,2311,2203
ENSG00000233728,0,0,0,0,0,0
ENSG00000196449,5071,4882,3545,1842,2547,1641
ENSG00000197982,4572,3823,4428,3870,5108,5292
ENSG00000188786,2899,2764,2133,1208,1748,879
ENSG00000235673,1,0,0,135,84,104
ENSG00000230955,0,0,0,0,0,0
ENSG00000204084,2279,2658,1431,817,850,509
ENSG00000252448,0,0,0,0,1,0
ENSG00000222282,1,1,0,0,2,0
ENSG00000277168,0,0,1,1,0,0
ENSG00000183431,19514,19254,9953,4583,5096,2708
ENSG00000212541,0,1,0,1,2,0
ENSG00000183386,1797,1434,1564,834,1590,1852
ENSG00000183520,4145,5064,2075,1757,1807,958
ENSG00000185668,25,55,31,588,723,594
ENSG00000224592,35,12,0,8,51,20
ENSG00000223589,0,0,0,0,0,0
ENSG00000265596,0,0,0,0,0,0
ENSG00000284623,0,2,0,0,0,8
ENSG00000286552,0,0,0,0,0,0
ENSG00000287987,0,0,0,0,0,0
ENSG00000237290,0,0,0,0,0,0
ENSG00000227994,0,0,0,0,0,0
ENSG00000271329,0,0,0,0,6,1
ENSG00000178028,3277,2696,2025,1612,1981,1819
ENSG00000117419,16449,14456,12149,7202,7902,7852
ENSG00000233602,3,0,0,0,0,0
ENSG00000187147,5486,4307,4143,2890,3528,2987
ENSG00000290041,2,4,3,2,30,16
ENSG00000132128,28559,26419,27470,11224,10009,9456
ENSG00000173660,5533,4307,2082,5759,5753,3802
ENSG00000117481,2830,2407,1874,1273,1649,902
ENSG00000225779,0,2,0,2,0,2
ENSG00000117480,34,12,0,15,43,31
ENSG00000291138,117,62,75,45,14,56
ENSG00000197587,976,815,589,236,38,96
ENSG00000203995,0,1,0,1,2,0
ENSG00000242391,0,0,0,0,0,0
ENSG00000121310,520,425,426,495,873,391
ENSG00000230953,8,8,9,44,27,23
ENSG00000231866,0,0,0,7,3,6
ENSG00000116171,7817,9117,2758,9003,4994,1921
ENSG00000264834,1,2,0,0,0,4
ENSG00000266188,0,0,0,0,0,0
ENSG00000265815,0,0,0,0,0,0
ENSG00000237279,0,0,0,2,0,0
ENSG00000236360,30,25,9,15,5,2
ENSG00000226147,0,0,3,0,0,1
ENSG00000174348,0,0,0,2,12,7
ENSG00000232993,0,0,0,0,0,0
ENSG00000227644,0,0,0,0,0,0
ENSG00000162383,24,22,0,0,0,0
ENSG00000235563,0,0,0,0,0,0
ENSG00000284808,0,0,0,0,2,0
ENSG00000287224,0,0,0,0,6,0
ENSG00000223920,0,0,1,0,0,0
ENSG00000162604,2109,2720,793,2520,1913,813
ENSG00000271200,6,4,22,8,10,6
ENSG00000288826,0,30,35,64,118,50
ENSG00000122477,2,6,6,0,12,2
ENSG00000224616,138,79,48,234,314,55
ENSG00000240038,8,3,5,20,8,8
ENSG00000271419,0,0,0,0,0,0
ENSG00000197323,6009,7374,5305,3091,3194,1302
