ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
hsa04630,JAK-STAT signaling pathway,100,-0.5445011289554874,-2.043777264576613,7.494397775872466e-7,2.282384777197524e-5,1.4271628300465274e-5,3214,"tags=53%, list=24%, signal=41%",CRLF2/CCND2/IL11/PIAS3/SOS2/STAT2/CCND3/IFNL2/STAT6/IL27RA/STAT1/STAM2/EP300/PIK3R1/SOS1/IL10RB/FHL1/IFNAR1/JAK1/PDGFA/SOCS2/PIK3CB/LEPR/AKT3/IFNGR2/PIK3CD/CSF2RA/SOCS5/IL7/IRF9/JAK3/IL15/IFNGR1/CCND1/IL2RB/STAT5A/IL4R/IL15RA/IFNAR2/PIK3CA/IL7R/LIFR/CDKN1A/SOCS1/JAK2/IL22RA1/IL2RG/IL6ST/CSF3/IL12RB1/IL3RA/CSF2/IL23A
hsa04062,Chemokine signaling pathway,117,-0.5295437337650148,-2.025661760139713,8.297961537802456e-7,2.316514262636519e-5,1.4485038123006043e-5,3048,"tags=45%, list=23%, signal=35%",PLCB4/GNB2/SOS2/STAT2/PRKCD/BAD/CXCL11/NFKB1/GNG12/STAT1/PRKACB/CHUK/PIK3R1/SOS1/PLCB3/CCL3/RAP1B/PIK3CB/AKT3/KRAS/ROCK1/PIK3CD/PXN/CXCL3/NFKBIA/SHC1/RASGRP2/LYN/CCL2/GNG8/JAK3/GNG10/SHC2/CXCL8/GNG4/CDC42/CCR7/PIK3CA/CCL3L1/CX3CL1/PTK2B/CCL20/CCL5/CXCL16/PIK3R5/JAK2/MAP2K1/CXCL2/CCR10/ADCY5/RAC2/CCL22/CCL17
hsa05323,Rheumatoid arthritis,64,-0.6077630751814771,-2.112426549811747,1.966305888104195e-6,5.067019019345426e-5,3.1683795282002824e-5,1780,"tags=45%, list=13%, signal=39%",HLA-DQB1/TNFSF13/CXCL3/TCIRG1/ATP6V1C1/TGFB3/CCL2/HLA-DQA1/HLA-DOB/IL15/CXCL8/HLA-DPA1/CSF1/ACP5/ITGB2/IL1A/CCL3L1/LTB/CCL20/ATP6V1G2/CCL5/TLR2/CXCL2/TNF/MMP1/IL1B/ICAM1/CSF2/IL23A
hsa05163,Human cytomegalovirus infection,170,-0.4716993846300202,-1.8920600090041262,2.6499805425739923e-6,6.341024869730624e-5,3.965008480994169e-5,3053,"tags=38%, list=23%, signal=30%",BAK1/PLCB4/GNB2/SOS2/ARHGEF12/MAP2K2/NFKB1/RB1/BID/GNG12/PRKACB/MAPK13/CHUK/PIK3R1/SOS1/RHEB/PLCB3/HLA-A/IL10RB/CCL3/JAK1/HLA-E/B2M/PIK3CB/GNA13/AKT3/KRAS/ROCK1/PIK3CD/PXN/NFKBIA/HLA-C/TAP1/CCL2/GNG8/CASP3/GNG10/CCND1/CXCL8/HLA-F/ITPR3/TBK1/TAP2/GNG4/PIK3CA/MDM2/TAPBP/HLA-B/CDKN1A/PTGER1/PPP3CA/CCL3L1/ITGB3/ITGAV/CX3CL1/PTK2B/CCL5/MAP2K1/STING1/TNF/ADCY5/IL1B/FAS/RAC2/CREB3L3
hsa05417,Lipid and atherosclerosis,153,-0.47848482331776193,-1.8907246847543295,3.7283568804339054e-6,8.326663699635722e-5,5.206617678641033e-5,2404,"tags=35%, list=18%, signal=29%",MAPK13/CHUK/PIK3R1/PLCB3/CCL3/RAP1B/ERN1/MAP3K7/HSPA6/CD14/AGER/VLDLR/PIK3CB/AKT3/KRAS/CYBA/PIK3CD/CXCL3/POU2F2/NFKBIA/MAP2K4/LYN/LY96/TANK/CCL2/CASP3/TNFSF10/TNFRSF10B/MIB1/APAF1/CXCL8/IKBKE/TBK1/PYCARD/MYD88/CDC42/PIK3CA/PPP3CA/CCL3L1/CCL5/NCF4/TLR2/JAK2/CXCL2/TNF/MMP1/SELE/NLRP3/IL1B/FAS/ICAM1/CASP1/OLR1/MMP9
hsa05131,Shigellosis,198,-0.4481707328293123,-1.835615768861697,4.089930340342526e-6,8.563291650092163e-5,5.354579853474755e-5,3048,"tags=35%, list=23%, signal=28%",PLCB4/ARPC1A/WIPI1/TIFA/PRKCD/WASF1/MYL12B/GLMN/SQSTM1/TNIP1/TECPR1/NFKB1/ILK/MYL5/ARPC2/ARPC5/ACTN1/MALT1/MAPK13/ACTR3/CHUK/PIK3R1/PLCB3/CD44/HK1/MAP3K7/ACTR2/CD14/H3C10/PIK3CB/TAB3/FNBP1L/AKT3/ACTG1/ROCK1/PIK3CD/PXN/CUL1/NFKBIA/SEPTIN7/RRAGD/SEPTIN8/MYL12A/ARPC1B/BNIP3/VDAC1/NAIP/CXCL8/TLN2/ITPR3/TBK1/PYCARD/MYD88/CDC42/PIK3CA/ITGA5/MDM2/UBE2D3/CASP4/CCL5/STING1/TNF/FOXO1/C3/CYTH4/NLRP3/IL1B/CASP1/CSF2/PLCD4
hsa05167,Kaposi sarcoma-associated herpesvirus infection,145,-0.4756508375336859,-1.8695537486621912,6.7730763496317156e-6,1.3346944571333087e-4,8.345772096450225e-5,3251,"tags=41%, list=24%, signal=31%",CTNNB1/GNB4/ZFP36/BAK1/TICAM1/GNB2/STAT2/MAP2K2/NFKB1/RB1/BID/GNG12/STAT1/MAPK13/CHUK/EP300/PIK3R1/HLA-A/IFNAR1/JAK1/HLA-E/PIK3CB/AKT3/KRAS/PIK3CD/CXCL3/NFKBIA/MAP2K4/LYN/HLA-C/IRF9/GNG8/CASP3/GNG10/EIF2AK2/IFNGR1/HIF1A/CCND1/CXCL8/HLA-F/TCF7/IKBKE/ITPR3/TBK1/GNG4/IFNAR2/PIK3CA/HLA-B/CDKN1A/PPP3CA/PIK3R5/JAK2/MAP2K1/CXCL2/C3/IL6ST/FAS/ICAM1/CSF2
hsa04670,Leukocyte transendothelial migration,78,-0.559038201884406,-2.0039371013235545,8.06508563250725e-6,1.5010020482721825e-4,9.385684449525982e-5,3296,"tags=50%, list=25%, signal=38%",CLDN12/CTNNB1/CLDN6/JAM3/VCL/MYL12B/MYL5/VCAM1/ACTN1/OCLN/MAPK13/PIK3R1/RAP1B/PIK3CB/ACTG1/CYBA/MSN/CLDN14/ROCK1/PIK3CD/PXN/ARHGAP5/VASP/MYL12A/RASSF5/CDC42/ITGAM/ITGB2/PIK3CA/PTK2B/CD99/NCF4/ESAM/RAPGEF3/RAC2/ICAM1/THY1/CLDN18/MMP9
hsa05200,Pathways in cancer,383,-0.37804872115517646,-1.630296436757834,9.04762186469484e-6,1.5952385919330375e-4,9.97494044916495e-5,3066,"tags=35%, list=23%, signal=28%",TXNRD2/BAK1/PLCB4/APPL1/FLT3LG/GNB2/AXIN2/PLD1/SOS2/STAT2/CCND3/STAT6/ARHGEF12/BAD/MAP2K2/SKP2/GLI2/NFKB1/RB1/BID/TPR/GNG12/STAT1/VEGFC/PRKACB/GLI1/CHUK/EP300/BMP4/PLD2/PIK3R1/SOS1/PLCB3/NOTCH3/FRAT1/DDB2/IFNAR1/JAK1/NFKB2/PDGFA/BDKRB1/MGST2/ITGA3/PIK3CB/GNA13/GLI3/RET/CUL2/APC/AKT3/KRAS/WNT7A/LAMA2/IFNGR2/GSTT2/GSTO1/ROCK1/PIK3CD/ETS1/CUL1/CSF2RA/CCNE2/IGF2/NFKBIA/GSTM4/RASGRP2/LAMB1/CDKN1B/IL7/ITGA6/COL4A2/LAMB2/BIRC7/GSTT2B/RASGRP3/TGFB3/GNG8/JAK3/PML/CASP3/BIRC2/GNG10/NOTCH2/TGFBR2/APAF1/IL15/IFNGR1/HIF1A/RASSF5/CCND1/CXCL8/TCF7/WNT7B/LAMA5/IL2RB/GNG4/STAT5A/CDC42/IL4R/PAX8/IL15RA/TRAF1/IFNAR2/ITGA2/PIK3CA/FGF18/MDM2/IL7R/POLK/CDKN1A/PGF/PTGER1/ITGAV/SHH/WNT4/LAMB3/JAK2/MAP2K1/ARNT2/DLL1/FOXO1/BIRC3/LAMC2/MMP1/ADCY5/IL2RG/NTRK1/IL6ST/FAS/RAC2/IL12RB1/IL3RA/IL23A/MMP9
hsa04514,Cell adhesion molecules,77,-0.5549205058691496,-1.9898038106486522,1.0544957852010557e-5,1.7662804402117683e-4,1.1044455855526849e-4,2540,"tags=45%, list=19%, signal=37%",OCLN/NECTIN2/CD58/HLA-A/PVR/NEO1/HLA-E/CDH3/HLA-DQB1/CLDN14/PTPRS/ITGA6/PTPRM/HLA-C/CD274/NECTIN1/CDH15/HLA-DQA1/HLA-DOB/HLA-DPA1/HLA-F/ITGAM/ITGB2/HLA-B/ALCAM/ITGAV/CD34/CD99/ICAM2/ESAM/SELE/CNTNAP1/ICAM1/PDCD1LG2/CLDN18
hsa04510,Focal adhesion,141,-0.47071451823509924,-1.8452690862862706,1.4753349134153624e-5,2.353510457114983e-4,1.4716373321787326e-4,3251,"tags=48%, list=24%, signal=37%",CTNNB1/MET/CCND2/THBS1/RASGRF1/VCL/SOS2/CCND3/MYL12B/BAD/FLNB/ZYX/ILK/MYL5/CAV1/EMP2/VEGFC/ACTN1/ITGA10/PIK3R1/KDR/SOS1/PAK6/RAP1B/PDGFA/PPP1R12A/ITGA3/PIK3CB/AKT3/ACTG1/LAMA2/TNXB/ROCK1/PIK3CD/PXN/ARHGAP5/SHC1/LAMB1/VASP/MYL12A/ITGA6/COL4A2/LAMB2/COL6A2/THBS3/ITGB4/FLNA/BIRC2/SHC2/CCND1/TLN2/COL9A2/LAMA5/VTN/CDC42/MYLK/ITGA2/PIK3CA/ITGA5/PGF/ITGB3/ITGAV/LAMB3/MAP2K1/ITGA1/BIRC3/LAMC2/RAC2
hsa05169,Epstein-Barr virus infection,157,-0.4586857564516737,-1.8254291649015884,1.7962641775609918e-5,2.7352204521951466e-4,1.7103185231322364e-4,3205,"tags=45%, list=24%, signal=34%",PSMC2/CCND2/HLA-DMA/IRAK4/BAK1/OAS2/STAT2/CCND3/RELB/SKP2/NFKB1/RB1/BID/STAT1/CD58/MAPK13/CHUK/PIK3R1/HLA-A/CD44/DDB2/TNFAIP3/MAP3K7/IFNAR1/JAK1/NFKB2/HLA-E/B2M/PIK3CB/HLA-DQB1/AKT3/PIK3CD/CCNE2/NFKBIA/MAP2K4/LYN/CDKN1B/HLA-C/TAP1/IRF9/JAK3/CASP3/HLA-DQA1/HLA-DOB/APAF1/EIF2AK2/CCND1/HLA-DPA1/HLA-F/IKBKE/NFKBIE/TBK1/RBPJ/TAP2/NEDD4/OAS3/MYD88/IFNAR2/OAS1/PIK3CA/MDM2/TAPBP/POLK/HLA-B/CDKN1A/TLR2/ENTPD3/TNF/FAS/ICAM1
hsa04145,Phagosome,105,-0.5061587819395771,-1.9110889804671538,1.9173080615131155e-5,2.783602793031297e-4,1.7405717386118717e-4,2340,"tags=38%, list=17%, signal=32%",DYNC1H1/SFTPA2/ATP6V0E1/HLA-A/SEC61A1/ATP6V1C2/HLA-E/CD14/RILP/HLA-DQB1/ACTG1/CYBA/SEC61A2/TCIRG1/HLA-C/ATP6V1C1/TAP1/EEA1/THBS3/HLA-DQA1/HLA-DOB/DYNC2H1/SCARB1/HLA-DPA1/HLA-F/TAP2/ITGAM/ITGA2/ITGB2/ITGA5/HLA-B/PLA2R1/ITGB3/ITGAV/ATP6V1G2/NCF4/TLR2/C3/CTSS/OLR1
hsa05170,Human immunodeficiency virus 1 infection,159,-0.45166643400564865,-1.797882585175852,1.9942228965000334e-5,2.783602793031297e-4,1.7405717386118717e-4,3065,"tags=36%, list=23%, signal=28%",IRAK4/BAK1/GNB2/BAD/MAP2K2/LIMK1/CFL2/NFKB1/BID/GNG12/MAPK13/CHUK/PIK3R1/PAK6/HLA-A/MAP3K7/HLA-E/B2M/CUL4B/PIK3CB/AKT3/KRAS/PIK3CD/PXN/CUL1/NFKBIA/APOBEC3C/HLA-C/TAP1/GNG8/CASP3/GNG10/HLA-F/APOBEC3D/AP1S2/SAMHD1/CUL5/APOBEC3F/ITPR3/TBK1/TAP2/GNG4/MYD88/PIK3CA/TAPBP/HLA-B/TNFRSF1B/PPP3CA/PTK2B/TLR2/MAP2K1/APOBEC3B/STING1/TNF/FAS/RAC2/APOBEC3G
hsa04064,NF-kappa B signaling pathway,76,-0.5485319861915713,-1.954343805633307,2.455083755494931e-5,3.2898122323632076e-4,2.057101757235753e-4,3146,"tags=49%, list=23%, signal=37%",LAT/IRAK4/TICAM1/RELB/NFKB1/VCAM1/TNFRSF11A/MALT1/CHUK/LCK/TNFAIP3/MAP3K7/NFKB2/CD14/TAB3/CARD14/TRIM25/CXCL3/NFKBIA/EDARADD/LYN/LY96/BCL2A1/BIRC2/LTA/CXCL8/CYLD/MYD88/TRAF1/LTB/TNFSF14/CXCL2/TNF/BIRC3/IL1B/ICAM1/PLAU
hsa05165,Human papillomavirus infection,250,-0.40440609757762896,-1.6978509895081804,3.3772702920982666e-5,4.351482876357382e-4,2.720958656386863e-4,3177,"tags=39%, list=24%, signal=30%",CCND2/THBS1/UBR4/ATP6V1D/BAK1/TICAM1/MFNG/AXIN2/SOS2/STAT2/CCND3/BAD/MAP2K2/HES2/ATP6V0A1/LLGL1/NFKB1/RB1/STAT1/MX1/PRKACB/ITGA10/CHUK/EP300/TUBG2/PIK3R1/SOS1/RHEB/ATP6V0E1/NOTCH3/HLA-A/HES6/PARD6B/MAML2/IFNAR1/JAK1/ATP6V1C2/PPP2R5E/PPP2R1B/HLA-E/ITGA3/PIK3CB/APC/AKT3/KRAS/WNT7A/LAMA2/TNXB/PIK3CD/PXN/CCNE2/LAMB1/CDKN1B/TCIRG1/ITGA6/COL4A2/LAMB2/HLA-C/COL6A2/ATP6V1C1/THBS3/ITGB4/IRF9/CASP3/NOTCH2/EIF2AK2/IRF1/CCND1/HLA-F/TCF7/IKBKE/COL9A2/WNT7B/LAMA5/TBK1/VTN/RBPJ/CDC42/IFNAR2/ITGA2/PIK3CA/ITGA5/MDM2/HLA-B/CDKN1A/ITGB3/ITGAV/ATP6V1G2/WNT4/LAMB3/MAP2K1/TNF/ITGA1/FOXO1/LAMC2/FAS/CREB3L3
hsa05161,Hepatitis B,127,-0.4719713006720766,-1.8262938033585234,4.389250681719037e-5,5.445922142132878e-4,3.405305597123152e-4,3065,"tags=39%, list=23%, signal=31%",IRAK4/TICAM1/SOS2/STAT2/STAT6/BAD/MAP2K2/NFKB1/RB1/BID/STAT1/MAPK13/CHUK/EP300/PIK3R1/SOS1/DDB2/MAP3K7/IFNAR1/JAK1/PIK3CB/AKT3/KRAS/PIK3CD/CCNE2/NFKBIA/MAP2K4/TGFB3/JAK3/CASP3/MAP3K1/TGFBR2/APAF1/IFIH1/CXCL8/IKBKE/TBK1/STAT5A/MYD88/PIK3CA/CDKN1A/PTK2B/TLR2/JAK2/MAP2K1/CASP10/TNF/FAS/MMP9/CREB3L3
hsa04659,Th17 cell differentiation,73,-0.5347851283940033,-1.8968832915261544,5.425822974628799e-5,6.491609630359456e-4,4.059168315605756e-4,2898,"tags=45%, list=22%, signal=36%",LAT/HLA-DMA/STAT6/IL27RA/NFKB1/STAT1/MAPK13/CHUK/LCK/JAK1/HLA-DQB1/IFNGR2/IL1RAP/NFKBIA/JAK3/HLA-DQA1/TGFBR2/HLA-DOB/IFNGR1/HIF1A/HLA-DPA1/NFKBIE/IL2RB/STAT5A/IL4R/PPP3CA/JAK2/IL2RG/IL6ST/EBI3/IL1B/IL12RB1/IL23A
hsa04512,ECM-receptor interaction,47,-0.5997346873009249,-1.9923827114723334,9.639496430439043e-5,0.0011135280359300273,6.962830452476842e-4,1827,"tags=51%, list=14%, signal=44%",ITGA3/LAMA2/TNXB/LAMB1/ITGA6/COL4A2/LAMB2/COL6A2/HMMR/THBS3/ITGB4/SV2A/COL9A2/LAMA5/VTN/ITGA2/ITGA5/ITGB3/CD47/ITGAV/LAMB3/ITGA1/LAMC2/GP1BA
hsa05321,Inflammatory bowel disease,35,-0.6331666817549915,-1.9920189554618624,1.1091802207037188e-4,0.001194266778997539,7.467685436622476e-4,1780,"tags=49%, list=13%, signal=42%",HLA-DQB1/IFNGR2/TGFB3/NOD2/HLA-DQA1/HLA-DOB/IFNGR1/HLA-DPA1/IL4R/IL1A/TLR2/IL18R1/TNF/IL2RG/IL1B/IL12RB1/IL23A
hsa04625,C-type lectin receptor signaling pathway,81,-0.5212807791841579,-1.882022623076635,1.1138306337260675e-4,0.001194266778997539,7.467685436622476e-4,2983,"tags=42%, list=22%, signal=33%",STAT2/PRKCD/RELB/ARHGEF12/NFKB1/STAT1/MALT1/MAPK13/CHUK/PIK3R1/FCER1G/NFKB2/PIK3CB/AKT3/KRAS/PIK3CD/NFKBIA/IRF9/IRF1/IKBKE/KSR1/CYLD/ITPR3/PYCARD/PIK3CA/MDM2/PPP3CA/TNF/NLRP3/IL1B/CCL22/CCL17/CASP1/IL23A
hsa04151,PI3K-Akt signaling pathway,233,-0.39720174855701207,-1.656497865752159,1.1407921471021269e-4,0.001194266778997539,7.467685436622476e-4,2416,"tags=29%, list=18%, signal=24%",ITGA10/EPHA2/CHUK/PIK3R1/KDR/SOS1/PKN2/RHEB/IFNAR1/JAK1/PPP2R5E/PDGFA/PPP2R1B/ITGA3/PIK3CB/RET/AKT3/KRAS/LAMA2/TNXB/PIK3CD/CCNE2/IGF2/LAMB1/EFNA1/CDKN1B/NTF4/IL7/ITGA6/COL4A2/LAMB2/COL6A2/THBS3/ITGB4/GNG8/JAK3/GNG10/CCND1/COL9A2/LAMA5/VTN/IL2RB/GNG4/IL4R/CSF1/IFNAR2/ITGA2/PIK3CA/FGF18/ITGA5/MDM2/IL7R/CDKN1A/PGF/ITGB3/ITGAV/PIK3R5/TLR2/LAMB3/JAK2/MAP2K1/ITGA1/LAMC2/IL2RG/NTRK1/CSF3/IL3RA/CREB3L3
hsa04620,Toll-like receptor signaling pathway,73,-0.5234926740420283,-1.8568289466252212,1.2142686460986176e-4,0.0012326666558879907,7.707797785442581e-4,3065,"tags=49%, list=23%, signal=38%",IRAK4/TICAM1/STAT2/CXCL11/MAP2K2/NFKB1/STAT1/MAPK13/CHUK/PIK3R1/CCL3/MAP3K7/IFNAR1/JAK1/CD14/PIK3CB/AKT3/PIK3CD/NFKBIA/MAP2K4/LY96/IRF5/IRF9/CXCL8/IKBKE/TBK1/MYD88/IFNAR2/PIK3CA/CCL3L1/MAP3K8/CCL5/TLR2/MAP2K1/TNF/IL1B
hsa04610,Complement and coagulation cascades,38,-0.6222283611791174,-1.9843396565212352,1.455143052983133e-4,0.0014337438904392637,8.96512283416853e-4,1323,"tags=34%, list=10%, signal=31%",PLAUR/SERPINB2/PLAT/VTN/ITGAM/ITGB2/PROS1/SERPINE1/C5AR1/SERPINA1/C3/SERPIND1/PLAU
hsa05150,Staphylococcus aureus infection,31,-0.64096707633763494,-1.98051151558581,1.547665712258701e-4,0.0014737650058760721,9.215372699743548e-4,1079,"tags=45%, list=8%, signal=42%",KRT19/HLA-DQA1/HLA-DOB/HLA-DPA1/KRT15/ITGAM/ITGB2/KRT13/C5AR1/C3/KRT32/ICAM1/PTAFR/KRT37
