ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
hsa04621,NOD-like receptor signaling pathway,137,-0.48524574295809114,-1.7538479485674205,1.0072276701473446e-4,0.0026420356578480343,0.002014455340294689,2245,"tags=26%, list=14%, signal=23%",IKBKG/ITPR3/TLR4/BCL2L1/STAT1/CCL5/VDAC2/CARD16/IKBKE/NOD2/PSTPIP1/IRF7/NFKBIA/IL18/OAS2/CASP1/OAS3/BIRC2/ITPR1/TRPV2/ANTXR2/NAMPT/OAS1/IL1B/CXCL3/CARD9/MEFV/TNFAIP3/NLRP3/AIM2/BIRC3/MAPK13/GBP5/CXCL1/IL6/CXCL8
hsa05202,Transcriptional misregulation in cancer,146,-0.4786660500619492,-1.7488695289389058,1.411493255337655e-4,0.0034379942862152882,0.002621344617055645,1611,"tags=23%, list=10%, signal=21%",SLC45A3/JUP/MET/TGFBR2/LMO2/H3-5/H3C13/ITGAM/MDM2/HMGA2/HPGD/ETV1/ETV5/HHEX/GADD45A/BIRC2/CD14/NR4A3/DDIT3/PPARG/ETV4/CDKN1A/DUSP6/NTRK1/NFKBIZ/ID2/WNT16/ZBTB16/BIRC3/MMP3/IL6/CXCL8/CSF2/RXRG
hsa04064,NF-kappa B signaling pathway,83,-0.5435010101404022,-1.8175681079492463,1.5157640339951036e-4,0.0034458369039488687,0.0026273243255915133,2640,"tags=37%, list=16%, signal=31%",TRIM25/EDA2R/CYLD/IRAK1/CHUK/TNFSF13B/IKBKG/TLR4/BCL2L1/TRAF1/RELB/NFKB2/CARD14/NFKBIA/EDA/TNFRSF11A/GADD45A/BIRC2/BLNK/CD14/IL1B/CXCL3/TNFSF14/TNFAIP3/BIRC3/VCAM1/PTGS2/ICAM1/CXCL1/CXCL8/ZAP70
hsa05169,Epstein-Barr virus infection,165,-0.45878302493110573,-1.6984064553089189,1.9956370660764088e-4,0.004253201497075346,0.0032429102323741645,4666,"tags=47%, list=29%, signal=34%",IRF3/PSMC3/ADRM1/FAS/PSMC2/CDK2/PSMC4/PSMD1/TRAF3/E2F1/PSMC5/CCNA1/HLA-DMA/PSMC1/PSMD13/HLA-E/NFKBIB/LYN/PIK3CB/HLA-B/MYC/MAPK14/HLA-F/PSMD3/APAF1/PSMD14/TAP2/TRADD/EIF2AK2/PSMD12/IRF9/TRAF2/PSMD11/HLA-DPA1/CASP8/IRAK1/CHUK/HLA-DMB/IKBKG/BAX/HLA-DPB1/STAT1/BAK1/DDB2/IKBKE/RELB/PSMD2/HLA-DQA1/NFKB2/CYCS/HLA-DRA/TAP1/RUNX3/HLA-DOA/NFKBIE/IRF7/MDM2/NFKBIA/OAS2/HLA-DOB/OAS3/GADD45A/CCND3/BLNK/CD44/OAS1/CCND1/CDKN1A/HLA-DQA2/TNFAIP3/CXCL10/ISG15/CD3D/HLA-DRB5/HLA-DRB1/MAPK13/ICAM1/IL6
hsa05152,Tuberculosis,137,-0.4647855574863628,-1.679897677312802,3.1282821567694697e-4,0.0062749659732846425,0.004784431533882719,2746,"tags=35%, list=17%, signal=29%",ATP6V0A1/HLA-DPA1/HSPA9/HSPD1/CASP8/IRAK1/HLA-DMB/RFXAP/JAK2/CIITA/BAX/KSR1/SPHK2/TLR4/C3/HLA-DPB1/STAT1/IL12A/TLR6/CYP27B1/HLA-DQA1/ATP6V1H/CEBPG/CYCS/HLA-DRA/ATP6V0B/HLA-DOA/NOD2/ITGAM/IL18/HLA-DOB/CORO1A/PLK3/CD14/IL1B/IL10RA/CTSS/CARD9/HLA-DQA2/SPHK1/IL1A/IL23A/HLA-DRB5/HLA-DRB1/IRAK2/MAPK13/IL6/ATP6V0D2
hsa05145,Toxoplasmosis,93,-0.5226631756766705,-1.7828963996969889,3.5026214167337914e-4,0.00663552168392346,0.005059342046393255,2588,"tags=40%, list=16%, signal=34%",HLA-DPA1/CASP8/IRAK1/CHUK/HLA-DMB/JAK2/CIITA/IKBKG/TLR4/BCL2L1/HLA-DPB1/STAT1/PIK3CG/IL12A/LDLR/LAMB4/HLA-DQA1/PIK3R5/CYCS/HLA-DRA/HLA-DOA/LAMA2/ITGA6/NFKBIA/HLA-DOB/PPIF/BIRC2/PIK3R6/IL10RA/LAMB3/HLA-DQA2/HLA-DRB5/HLA-DRB1/BIRC3/MAPK13/HSPA6/LAMC2
hsa04640,Hematopoietic cell lineage,61,-0.5859572084336078,-1.8715104478978253,4.3300263568980455e-4,0.007771257830011755,0.005925299225228905,1748,"tags=48%, list=11%, signal=43%",HLA-DPB1/IL4R/CD36/HLA-DQA1/CD55/HLA-DRA/HLA-DOA/ITGAM/ITGA6/ITGA5/HLA-DOB/IL11/TFRC/CD44/CD38/CD14/IL1B/CD1D/CSF1/ITGA2/HLA-DQA2/IL1A/CD3D/HLA-DRB5/HLA-DRB1/CD22/IL6/CSF2/ANPEP
hsa00561,Glycerolipid metabolism,47,-0.5935305782650983,-1.81943788839283,7.64616406360502e-4,0.013036709728446559,0.009940013282686526,2461,"tags=34%, list=15%, signal=29%",AGPAT5/GLA/DGKE/MBOAT1/AGPAT2/MGLL/GLYCTK/PLPP2/GK/LIPG/AKR1B1/PLPP3/AKR1B15/DGKG/GPAT3/PNLIPRP3
hsa05167,Kaposi sarcoma-associated herpesvirus infection,153,-0.4414172480801544,-1.6168831117712958,8.076746519315276e-4,0.013115097919459567,0.009999781404866534,2339,"tags=26%, list=15%, signal=23%",JAK2/HIF1A/IKBKG/BAX/ITPR3/GNG2/C3/RCAN1/STAT1/BAK1/MAP2K2/MICA/PIK3CG/IKBKE/VEGFA/GNG3/MAP2K1/FGF2/PIK3R5/CYCS/IRF7/TCF7/NFKBIA/MICB/GNGT2/ITPR1/PIK3R6/CCR1/CCND1/CXCL3/PREX1/CDKN1A/MAPK13/PTGS2/ANGPT2/ICAM1/CXCL1/IL6/CXCL8/CSF2
hsa01232,Nucleotide metabolism,75,-0.5279598917003283,-1.7430121313576805,9.016421968529232e-4,0.01397545405122031,0.01065577141735273,2602,"tags=27%, list=16%, signal=22%",CTPS1/AK9/ENTPD6/NME1/ASMTL/HPRT1/LACC1/PNP/NT5E/RRM2B/UPP1/TYMP/XDH/NT5C1B/AMPD3/CDA/AK5/ENPP3/CMPK2/ADA2
hsa03010,Ribosome,131,0.4374453265136017,1.598829585412337,0.001217470496584938,0.01805032344936799,0.013762709961394953,3425,"tags=33%, list=21%, signal=26%",RPS27/RPL36A/RPL37/RPL36A-HNRNPH2/RPL38/MRPL33/RPL37A/RPL39/RPL41/RPS25/RPS10-NUDT3/RPL35/RPL23/RPL23A/RPL28/RPS24/RPL27/RPS26/RPL22/RPS15A/RPS11/RPS17/RPL35A/RPL31/MRPL24/RPS21/RPL36AL/RPL12/RPL11/RPS23/RPL26/RPL30/RPS6/RPL27A/RPL34/MRPS14/RPL36/MRPS21/RPL7/RPL32/RPL10/RPS16/RPL24
hsa04650,Natural killer cell mediated cytotoxicity,78,-0.5113979661660796,-1.7015602280802213,0.001351696080291476,0.01920534847414139,0.01464337420315766,2029,"tags=29%, list=13%, signal=26%",MAP2K2/MICA/ULBP3/SHC3/KLRC2/MAP2K1/RAET1G/NCR1/TNFRSF10A/TNFRSF10B/MICB/KLRC3/VAV1/RAC2/SH2D1B/ICAM2/KLRC1/ULBP2/LCP2/SHC4/ICAM1/CSF2/ZAP70
hsa04658,Th1 and Th2 cell differentiation,73,-0.50640240739662,-1.6642786606982742,0.0018764833058779336,0.025595232292175016,0.01951542638113051,2721,"tags=37%, list=17%, signal=31%",HLA-DPA1/NFATC2/CHUK/HLA-DMB/JAK2/IKBKG/STAT5A/HLA-DPB1/STAT1/IL4R/IL12A/HLA-DQA1/HLA-DRA/RUNX3/HLA-DOA/NFKBIE/NFKBIA/HLA-DOB/IL12RB2/JAG1/HLA-DQA2/CD3D/STAT4/HLA-DRB5/HLA-DRB1/MAPK13/ZAP70
hsa05321,Inflammatory bowel disease,47,-0.5651657286596651,-1.7324868803730897,0.002170959625575863,0.028472970473898816,0.02170959625575863,2136,"tags=47%, list=13%, signal=41%",TLR4/HLA-DPB1/STAT1/IL4R/IL12A/HLA-DQA1/HLA-DRA/HLA-DOA/IL21R/SMAD3/NOD2/IL18/HLA-DOB/IL12RB2/IL1B/HLA-DQA2/IL1A/IL23A/STAT4/HLA-DRB5/HLA-DRB1/IL6
hsa00982,Drug metabolism - cytochrome P450,27,0.6437554832321095,1.8221865098745662,0.0024895956606606974,0.03043979667501032,0.02320922913637151,1848,"tags=41%, list=11%, signal=36%",FMO1/MAOB/CYP2A6/CYP2C8/CYP2D6/CYP2E1/UGT1A10/CYP3A5/FMO3/GSTM2/MGST3
hsa00520,Amino sugar and nucleotide sugar metabolism,42,-0.5933791488538059,-1.7604867026299729,0.002499455445455393,0.03043979667501032,0.02320922913637151,3449,"tags=38%, list=21%, signal=30%",PMM1/RENBP/GFPT1/GALE/GNE/CMAS/HK1/PGM2/UXS1/AMDHD2/GPI/FCSK/HK2/GFPT2/HKDC1/CYB5R2
hsa02010,ABC transporters,30,-0.6352856834027385,-1.7803016521030754,0.003452673288948924,0.04059867557005459,0.030955001900921396,1852,"tags=40%, list=12%, signal=35%",ABCA4/TAP1/ABCG4/ABCB9/ABCD2/ABCG1/ABCG2/ABCC2/ABCA12/ABCC9/ABCA1/ABCA13
hsa05310,Asthma,14,-0.7750596341477285,-1.8039734655477984,0.004153153665837308,0.043133477769872204,0.032887695660313125,2721,"tags=79%, list=17%, signal=65%",HLA-DPA1/HLA-DMB/HLA-DPB1/HLA-DQA1/HLA-DRA/HLA-DOA/HLA-DOB/HLA-DQA2/HLA-DRB5/HLA-DRB1/EPX
hsa00051,Fructose and mannose metabolism,27,-0.6391831981112928,-1.7429559357947215,0.004825813571453437,0.043133477769872204,0.032887695660313125,3792,"tags=63%, list=24%, signal=48%",SORD/ALDOA/PMM1/KHK/PFKFB2/PFKFB3/PFKM/HK1/TPI1/FCSK/TIGAR/PFKP/PFKFB4/HK2/AKR1B1/AKR1B15/HKDC1
hsa00240,Pyrimidine metabolism,52,-0.5389331285850547,-1.6738899579274764,0.00416648176165361,0.043133477769872204,0.032887695660313125,2602,"tags=27%, list=16%, signal=23%",CTPS1/AK9/ENTPD6/NME1/ASMTL/NT5E/RRM2B/UPP1/TYMP/NT5C1B/CDA/ENPP3/CMPK2/UPB1
hsa04612,Antigen processing and presentation,56,-0.5184976182739574,-1.6378649947796136,0.004968142539769383,0.043133477769872204,0.032887695660313125,2922,"tags=41%, list=18%, signal=34%",CD74/PSME2/HLA-DPA1/HLA-DMB/RFXAP/CIITA/HLA-DPB1/KLRC2/HLA-DQA1/HLA-DRA/TAP1/HLA-DOA/HLA-DOB/KLRC3/CTSL/KLRC1/KLRC4/CTSS/HLA-DQA2/IFI30/HLA-DRB5/HLA-DRB1/HSPA6
hsa04623,Cytosolic DNA-sensing pathway,59,-0.5144875180523889,-1.6308643794108684,0.004743608125848083,0.043133477769872204,0.032887695660313125,2705,"tags=34%, list=17%, signal=28%",MLKL/POLR3F/POLR3A/CASP8/CHUK/IKBKG/SAMHD1/CCL5/IKBKE/POLR3G/IRF7/NFKBIA/IL18/CASP1/IL1B/MEFV/CXCL10/NLRP3/AIM2/IL6
hsa05146,Amoebiasis,70,-0.4856004784275562,-1.579025844063997,0.005059645486202018,0.043133477769872204,0.032887695660313125,762,"tags=27%, list=5%, signal=26%",IL12A/PRDX1/LAMB4/ITGAM/LAMA2/CD14/IL1B/CD1D/SERPINB4/CXCL3/LAMB3/C8G/SERPINB3/COL4A6/CXCL1/IL6/LAMC2/CXCL8/CSF2
hsa01200,Carbon metabolism,94,-0.4614546157617346,-1.5736520638179865,0.003917849034466324,0.043133477769872204,0.032887695660313125,4554,"tags=52%, list=28%, signal=38%",SDHA/SDHB/PKM/DLST/OGDHL/TKT/ACO1/SDSL/RPE/MDH2/ACO2/ALDOA/CS/DLD/PRPS1/IDH3B/PCCB/SDHD/GOT2/ENO1/SUCLA2/OGDH/RPIA/PFKM/HK1/MDH1/ACADS/TPI1/PGK1/PSPH/GPI/DLAT/GPT2/G6PD/IDH1/ACSS2/GAPDH/PFKP/IDH3A/GLUD2/GLYCTK/SHMT2/PC/PHGDH/ENO2/HK2/PSAT1/HKDC1/GLDC
hsa05160,Hepatitis C,117,-0.44260862965183706,-1.5593064777102323,0.0044295807257439855,0.043133477769872204,0.032887695660313125,3815,"tags=37%, list=24%, signal=28%",PIK3CB/MYC/PPP2R1B/PPP2R2D/APAF1/CD81/TRADD/EIF2AK2/IRF9/HRAS/CLDN12/TRAF2/PPP2CB/PPP2CA/TLR3/CASP8/CHUK/CLDN4/IKBKG/BAX/STAT1/BAK1/MAP2K2/IKBKE/PPP2R2C/LDLR/MAP2K1/CYCS/MX2/IRF7/NFKBIA/OAS2/MX1/OAS3/EGF/OAS1/CCND1/IFIT1/CDKN1A/CLDN1/CXCL10/RSAD2/CLDN11
hsa04080,Neuroactive ligand-receptor interaction,163,-0.4029511995533943,-1.4949076737452323,0.004809345002785664,0.043133477769872204,0.032887695660313125,2262,"tags=32%, list=14%, signal=28%",P2RX4/OGFRL1/CHRM5/UCN/C3/C3AR1/P2RY6/GABRQ/DRD2/TSPO/TBXA2R/NMUR2/SSTR2/UCN2/GPR156/APLN/P2RX5/NPW/PRLR/GRP/PTGFR/ADORA2A/LHB/GRID2/TACR2/CHRM4/BDKRB2/ADRB2/ADRA1D/HTR7/CHRNB2/GRIK5/OPRK1/GPR50/GRIN2C/ADORA2B/C5AR1/VGF/NPFFR2/CHRM1/CHRNA3/BDKRB1/EDNRA/ADCYAP1R1/PTAFR/PRSS3/ADM2/GABRG1/SPX/CALCB/PAQR9/KISS1
hsa05166,Human T-cell leukemia virus 1 infection,197,-0.38550357807142566,-1.4674214369571401,0.004723240879332007,0.043133477769872204,0.032887695660313125,3414,"tags=28%, list=21%, signal=22%",ANAPC2/ADCY3/MAD2L1/BUB3/IL1R2/HRAS/ATF4/TERT/VDAC1/PTTG1/MAP3K3/HLA-DPA1/IL15RA/NFATC2/IL15/CHUK/SLC25A5/HLA-DMB/IKBKG/BAX/ESPL1/STAT5A/BCL2L1/CDC20/TGFBR1/HLA-DPB1/MAP2K2/VDAC2/ANAPC10/MSX2/RELB/TSPO/MAP2K1/HLA-DQA1/NFKB2/HLA-DRA/HLA-DOA/SMAD3/ADCY8/TGFBR2/NFKBIA/HLA-DOB/MMP7/CCND3/FOSL1/CCND1/CDKN1A/HLA-DQA2/CD3D/HLA-DRB5/HLA-DRB1/ICAM1/IL6/CSF2/CREB3L3
hsa05200,Pathways in cancer,422,-0.3275470605890022,-1.3352164856055289,0.0044307831989892155,0.043133477769872204,0.032887695660313125,2463,"tags=22%, list=15%, signal=19%",FZD4/CHUK/CEBPA/GSTM3/JAK2/FGF5/HIF1A/FZD7/IL6R/IKBKG/BAX/STAT5A/GNG2/NKX3-1/NQO1/BCL2L1/TGFBR1/DVL1/WNT2B/STAT1/BAK1/MAP2K2/PLD1/IL4R/TRAF1/DDB2/IL12A/VEGFA/GNG3/AR/LAMB4/MAP2K1/VEGFC/FZD1/NFKB2/BMP2/FGF2/FZD9/JUP/CYCS/PMAIP1/MET/SMAD3/ADCY8/TGFBR2/GSTO1/MDM2/LAMA2/ITGA6/TCF7/NFKBIA/RASGRP3/GADD45A/WNT10B/BIRC2/GNGT2/CCND3/IL12RB2/RAC2/HEY1/JAG1/EGF/BDKRB2/HMOX1/CCND1/FGFR3/TGFA/PPARG/ITGA2/LAMB3/CDKN1A/NTRK1/ALK/EPAS1/FZD8/WNT7B/IL23A/BDKRB1/SHH/WNT16/EDNRA/ZBTB16/STAT4/COL4A6/PGF/BIRC3/PTGS2/IL6/LAMC2/CXCL8/MMP1/RXRG
hsa00052,Galactose metabolism,22,-0.6564834988638966,-1.727070076615838,0.005656153010065461,0.045922575629341,0.035014280538500475,3416,"tags=55%, list=21%, signal=43%",G6PC3/GALE/PFKM/HK1/PGM2/GLA/PFKP/MGAM2/HK2/AKR1B1/AKR1B15/HKDC1
hsa05150,Staphylococcus aureus infection,41,-0.5825471278593627,-1.724979793285753,0.0056102837147756456,0.045922575629341,0.035014280538500475,2113,"tags=44%, list=13%, signal=38%",C3/C3AR1/HLA-DPB1/HLA-DQA1/HLA-DRA/HLA-DOA/ITGAM/HLA-DOB/MASP2/KRT23/C5AR1/HLA-DQA2/HLA-DRB5/KRT15/HLA-DRB1/PTAFR/ICAM1/KRT34
hsa00020,Citrate cycle (TCA cycle),28,-0.622354950893511,-1.7121251494973868,0.005974613314465685,0.047380073028669735,0.036125568878164614,4823,"tags=75%, list=30%, signal=53%",IDH3G/SDHA/SDHB/DLST/OGDHL/ACLY/ACO1/MDH2/ACO2/CS/DLD/IDH3B/SDHD/SUCLA2/OGDH/MDH1/DLAT/IDH1/IDH3A/PC/PCK2
hsa00590,Arachidonic acid metabolism,37,-0.5913174546344061,-1.7422205830886954,0.00652931427283182,0.04947769260079223,0.037724926909694964,1194,"tags=30%, list=7%, signal=28%",CYP2C9/CYP4F2/HPGD/GGT1/GGT5/PTGS2/CYP4F3/ALOXE3/EPHX2/PLAAT2/PTGES
hsa04979,Cholesterol metabolism,35,-0.584427265265296,-1.6796888969221657,0.006481150216640763,0.04947769260079223,0.037724926909694964,2089,"tags=37%, list=13%, signal=32%",SOAT1/VDAC2/TSPO/LDLR/CD36/CETP/LIPG/NPC1/APOC1/NCEH1/ABCA1/ANGPTL4/PLTP
hsa01230,Biosynthesis of amino acids,60,-0.5196509482705943,-1.6523054878930115,0.006781571056105545,0.050272081089825886,0.038330619012770475,4456,"tags=60%, list=28%, signal=44%",PKM/TKT/ACO1/ACY1/PYCR2/SDSL/RPE/BCAT1/MAT2A/ACO2/ALDOA/CS/PRPS1/IDH3B/ASL/PYCR3/GOT2/CBS/ENO1/RPIA/PFKM/TPI1/PGK1/PSPH/GPT2/IDH1/GAPDH/PFKP/IDH3A/SHMT2/CTH/PC/PHGDH/ENO2/PSAT1/ASNS
hsa03050,Proteasome,41,-0.5763456972982284,-1.7066167426485794,0.007003669646445232,0.05081385849867711,0.038743704427143845,5046,"tags=76%, list=31%, signal=52%",PSMB4/PSME4/PSME3/PSMC6/PSMC3/ADRM1/PSMC2/PSMC4/PSMD1/PSMC5/PSMC1/PSMD13/PSMA2/PSMD3/PSMD14/PSMD12/PSMA7/PSMA6/PSMB8/PSMD11/PSME2/PSMD9/PSMB5/POMP/PSMB3/PSMB9/PSMB7/PSMB10/PSMB6/PSMD2/PSMA5
hsa05135,Yersinia infection,116,-0.430972742827378,-1.51882884711112,0.007180176947766053,0.051009173733088005,0.03889262513373279,1230,"tags=15%, list=8%, signal=14%",BAIAP2/NFKBIA/IL18/ITGA5/CASP1/VAV1/RAC2/IL1B/ACTR3C/MEFV/LCP2/NLRP3/WAS/MAPK13/IL6/CXCL8/ZAP70
hsa00970,Aminoacyl-tRNA biosynthesis,41,-0.5734754962044093,-1.6981177926877449,0.0073703506541340814,0.05129162393999433,0.039107983062752275,4886,"tags=63%, list=30%, signal=44%",IARS2/TARS2/GATB/EPRS1/AARS2/QRSL1/PSTK/AARS1/MTFMT/SEPSECS/NARS2/TARS1/FARSA/YARS2/CARS1/NARS1/FARS2/LARS2/SARS1/VARS1/CARS2/GARS1/IARS1/YARS1/MARS2/WARS1
