category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,49/1123,216/8538,0.22685185185185186,1.724720490748986,4.198271316254371,6.957711167126836e-5,0.002156890461809319,0.0017244470739577514,CCL5/ICAM1/MMP1/OLR1/HSPD1/TNFRSF10B/MYD88/CDC42/NFKBIA/TNF/CXCL2/SELE/MMP9/CXCL8/CCL2/FAS/TBK1/CYP1A1/CYBA/PPARG/PPP3CA/LYN/TANK/PYCARD/CASP7/PIK3CD/KRAS/CASP3/IKBKE/CASP1/TLR2/JAK2/IL1B/NLRP3/APAF1/CAMK2A/MIB1/PIK3CA/FOS/MAP2K4/CCL3L1/AKT3/IL12A/CXCL3/LY96/TNFSF10/HSPA2/NCF4/CALML4,49
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,50/1123,224/8538,0.22321428571428573,1.697064622821524,4.114139205834212,9.107597987155842e-5,0.002588075761350119,0.002069182349713476,ICAM1/MAP2K1/CDKN1A/HLA-B/CCND1/VDAC1/STAT5A/CSF2/MAD1L1/IL2RG/NFKBIA/TNF/TGFBR2/MYC/CALR/ETS1/CDC26/HLA-C/RANBP1/TCF3/E2F1/PPP3CA/HLA-F/IL15RA/CCNB2/ANAPC10/PIK3CD/KRAS/ANAPC15/PIK3CA/FOS/MAP2K4/BUB1B/CREB3L3/MAP3K1/IL15/AKT3/JAK3/HLA-DOB/TLN2/KAT2B/ITGB2/LTA/TGFB3/IL2RB/ADCY5/CCNE2/HLA-DQA1/HLA-DQB1/HLA-DPA1,50
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,68/1123,333/8538,0.2042042042042042,1.5525338339229702,4.002475129871859,1.0656691365658532e-4,0.0027953321197611994,0.002234885071826364,LAMC2/MAP2K1/HDAC1/CDKN1A/ITGA5/LAMB3/HLA-B/WNT9A/CCND1/IRF1/WNT7B/LAMA5/IFNAR2/CDC42/ITGAV/ITGA2/TNF/PXN/LAMB2/NOTCH2/COL4A2/WNT4/TCIRG1/ITGA6/FAS/LAMB1/HLA-C/TBK1/CDKN1B/E2F1/MDM2/ATP6V1C1/EIF2AK2/HLA-F/ITGB3/PIK3CD/KRAS/CASP3/IKBKE/ITGB4/FOXO1/ITGA1/TCF7/COL6A2/WNT5B/HEY2/LAMA4/THBS3/WNT11/PIK3CA/COL9A3/CREB3L3/IRF9/ATP6V1G2/AKT3/FZD4/COL9A2/PTGS2/HEY1/APC/ATP6V0D2/RBPJ/CCNE2/COL6A3/WNT6/TNXB/VTN/ATP6V0A4,68
Environmental Information Processing,Signaling molecules and interaction,hsa04512,ECM-receptor interaction,25/1123,89/8538,0.2808988764044944,2.135631884898997,4.190992339851568,1.3686355736465362e-4,0.0033336052186676347,0.002665237696048518,LAMC2/ITGA5/LAMB3/LAMA5/ITGAV/CD47/ITGA2/LAMB2/COL4A2/ITGA6/GP1BA/LAMB1/ITGB3/ITGB4/ITGA1/COL6A2/LAMA4/THBS3/HMMR/COL9A3/COL9A2/SV2A/COL6A3/TNXB/VTN,25
Organismal Systems,Immune system,hsa04621,NOD-like receptor signaling pathway,43/1123,189/8538,0.2275132275132275,1.7297488303721607,3.9479716038039134,1.7746912882559508e-4,0.003984192141996635,0.003185385907631204,BIRC3/CCL5/ITPR3/NFKBIB/VDAC1/MYD88/IFNAR2/OAS3/NFKBIA/TNF/CXCL2/CASP4/TRPV2/CXCL8/ANTXR2/CCL2/STING1/TBK1/CYBA/NEK7/MEFV/OAS1/BIRC2/NLRP1/TANK/GSDMD/PYCARD/ANTXR1/IKBKE/GPSM3/GBP3/CASP1/GBP4/IL1B/NLRP3/TRPM7/IRF9/CARD16/NOD2/TRIP6/TAB3/CXCL3/NAIP,43
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,27/1123,101/8538,0.26732673267326734,2.0324449185791242,4.061818325323995,1.8694156677990075e-4,0.003984192141996635,0.003185385907631204,ICAM1/SERPINE1/CCND1/STAT5A/CDC42/TNF/SELE/CXCL8/TGFBR2/COL4A2/CCL2/COL3A1/CDKN1B/EDN1/PLCD4/THBD/PIK3CD/KRAS/CASP3/FOXO1/JAK2/IL1B/F3/PIK3CA/IL1A/AKT3/TGFB3,27
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,29/1123,112/8538,0.25892857142857145,1.968594962472968,4.015387208037551,2.0094956068777292e-4,0.004030811776148857,0.0032226585893580916,BIRC3/LAMC2/LAMB3/NFKBIB/LAMA5/MYD88/NFKBIA/TNF/IFNGR2/LAMB2/ITGA6/LAMB1/IFNGR1/BIRC2/CASP3/SOCS1/BIRC7/TLR2/JAK2/LAMA4/AKT3/HLA-DOB/IL12A/PIK3R5/TGFB3/LY96/HLA-DQA1/HLA-DQB1/HLA-DPA1,29
Environmental Information Processing,Signaling molecules and interaction,hsa04061,Viral protein interaction with cytokine and cytokine receptor,26/1123,100/8538,0.26,1.9767408726625113,3.8233718844922744,3.931156932660387e-4,0.007369850680921798,0.0058922405505749224,CCL5/TNFRSF1B/CX3CL1/IL6ST/CSF1/TNFRSF10B/CCL20/TNFRSF14/IL2RG/TNF/CXCL2/CXCL8/CCL2/IL22RA1/CCL22/CCR10/CCL3L1/CCL17/LTA/TNFSF14/IL18R1/CCR7/IL2RB/CCL26/CXCL3/TNFSF10,26
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,43/1123,196/8538,0.2193877551020408,1.6679720864302978,3.681613538838786,4.1063684145898585e-4,0.007369850680921798,0.0058922405505749224,C3/ICAM1/MAP2K1/CDKN1A/IL6ST/ITPR3/HLA-B/CCND1/IFNAR2/CSF2/NFKBIA/CXCL2/CXCL8/MYC/FAS/HLA-C/TBK1/E2F1/PPP3CA/IFNGR1/EIF2AK2/HLA-F/LYN/HIF1A/PIK3CD/KRAS/CASP3/IKBKE/TCF7/GNG10/JAK2/PIK3CA/FOS/MAP2K4/IRF9/AKT3/GNG7/GNG4/PTGS2/PIK3R5/CXCL3/CALML4/GNG8,43
Human Diseases,Infectious disease: parasitic,hsa05146,Amoebiasis,26/1123,103/8538,0.2524271844660194,1.9191658957888458,3.6522198471096656,6.424535771735366e-4,0.0109538334908088,0.008757656657260313,LAMC2/LAMB3/LAMA5/CSF2/TNF/CXCL2/LAMB2/GNA15/CXCL8/COL4A2/COL3A1/SERPINB6/LAMB1/SERPINB9/PIK3CD/CASP3/TLR2/ITGAM/IL1B/LAMA4/ARG2/PIK3CA/ITGB2/IL12A/TGFB3/CXCL3,26
Organismal Systems,Immune system,hsa04625,C-type lectin receptor signaling pathway,26/1123,105/8538,0.24761904761904763,1.8826103549166775,3.541274228567793,8.771357402144149e-4,0.01374572405546934,0.010989790184801848,ITPR3/IRF1/IL23A/NFKBIA/TNF/MDM2/KSR1/PPP3CA/CYLD/PYCARD/PIK3CD/KRAS/IKBKE/CCL22/PTPN11/CASP1/MRAS/IL1B/NLRP3/PIK3CA/IRF9/AKT3/CCL17/PTGS2/IL12A/CALML4,26
Cellular Processes,Cellular community - eukaryotes,hsa04510,Focal adhesion,43/1123,203/8538,0.21182266009852216,1.6104558075878739,3.4255979322009456,8.868209068044736e-4,0.01374572405546934,0.010989790184801848,BIRC3/LAMC2/MAP2K1/ITGA5/LAMB3/CCND1/LAMA5/FLNA/CDC42/ITGAV/SHC1/MYL12A/ITGA2/PXN/LAMB2/ACTG1/COL4A2/ITGA6/RAC2/VASP/LAMB1/BIRC2/ITGB3/PIK3CD/ITGB4/ITGA1/PGF/COL6A2/ARHGAP5/LAMA4/THBS3/PIK3CA/COL9A3/SHC2/AKT3/ROCK1/TLN2/COL9A2/MYLK/COL6A3/TNXB/MYLK2/VTN,43
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,25/1123,100/8538,0.25,1.900712377560107,3.525764587889227,9.423825938311949e-4,0.013971846282453801,0.011170576283857184,ANPEP/ITGA5/IL4R/CSF1/CSF2/ITGA2/TNF/ITGA6/GP1BA/CSF3/ITGB3/ITGA1/CD24/ITGAM/IL1B/IL1A/HLA-DOB/IL3RA/CD34/IL7R/HLA-DQA1/HLA-DQB1/HLA-DPA1/CSF2RA/IL7,25
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,35/1123,157/8538,0.2229299363057325,1.694902757059968,3.419895862696481,0.001014246595051858,0.01441075370469515,0.011521485443790842,MAP2K1/SERPINE1/CDKN1A/ITPR3/HLA-B/CCND1/VDAC1/CXCL8/TGFBR2/MYC/NBN/ETS1/HLA-C/CDC25A/E2F1/MDM2/HIPK3/PPP3CA/HLA-F/CCNB2/PIK3CD/KRAS/FOXO1/HIPK2/RASSF5/LIN52/MRAS/TRPM7/PIK3CA/RAD50/IL1A/AKT3/TGFB3/CCNE2/CALML4,35
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,14/1123,44/8538,0.3181818181818182,2.419088480531045,3.67254077020393,0.0010602061281092274,0.014461211587409862,0.011561826828643785,HLA-B/HSPD1/TNF/FAS/HLA-C/HLA-F/IL1B/IL1A/HLA-DOB/LTA/IL12A/HLA-DQA1/HLA-DQB1/HLA-DPA1,14
Cellular Processes,Transport and catabolism,hsa04145,Phagosome,35/1123,159/8538,0.22012578616352202,1.6735832255246224,3.3364196578520726,0.001284527432722926,0.01684707132917376,0.01346933623786388,C3/OLR1/ITGA5/HLA-B/CTSS/TUBA1C/ITGAV/ITGA2/TAP1/ACTG1/CALR/TCIRG1/HLA-C/TAP2/CYBA/ATP6V1C1/HLA-F/SCARB1/ITGB3/TLR2/ITGAM/THBS3/ATP6V1G2/HLA-DOB/SEC61A2/ITGB2/ATP6V0D2/EEA1/HLA-DQA1/NCF4/PLA2R1/HLA-DQB1/HLA-DPA1/DYNC2H1/ATP6V0A4,35
Human Diseases,Infectious disease: viral,hsa05163,Human cytomegalovirus infection,46/1123,226/8538,0.20353982300884957,1.5474826436772553,3.2460764893286758,0.0014415454634049243,0.018206185297077005,0.01455595614120372,CCL5/MAP2K1/CDKN1A/CX3CL1/ITPR3/HLA-B/TAPBP/CCND1/ITGAV/NFKBIA/TNF/PXN/TAP1/CXCL8/MYC/CALR/CCL2/FAS/RAC2/HLA-C/STING1/TBK1/TAP2/E2F1/MDM2/PPP3CA/HLA-F/ITGB3/PTK2B/PIK3CD/KRAS/CASP3/GNG10/IL1B/PIK3CA/PTGER1/CCL3L1/CREB3L3/AKT3/ROCK1/GNG7/GNG4/PTGS2/ADCY5/CALML4/GNG8,46
Human Diseases,Cancer: specific types,hsa05219,Bladder cancer,13/1123,41/8538,0.3170731707317073,2.41065960080794,3.523451431177826,0.0016445129207579654,0.01947610905699857,0.015571267929503408,MMP1/MAP2K1/CDKN1A/CCND1/MMP9/CXCL8/MYC/RASSF1/E2F1/MDM2/TYMP/KRAS/FGFR3,13
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,18/1123,66/8538,0.2727272727272727,2.073504411883753,3.406981450376337,0.0016563259901846291,0.01947610905699857,0.015571267929503408,IL4R/IL23A/IL2RG/TNF/IFNGR2/IFNGR1/IL12RB1/TLR2/IL1B/IL1A/HLA-DOB/NOD2/IL12A/IL18R1/TGFB3/HLA-DQA1/HLA-DQB1/HLA-DPA1,18
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,20/1123,77/8538,0.2597402597402597,1.974766106555955,3.34365820166762,0.001799690509397446,0.020030658187547533,0.016014633340252542,MAP2K1/HDAC1/CDKN1A/CCND1/STAT5A/SHC1/NFKBIA/TGFBR2/MYC/CDKN1B/E2F1/MDM2/PIK3CD/KRAS/PTPN11/POLK/PIK3CA/SHC2/AKT3/TGFB3,20
Human Diseases,Cancer: overview,hsa05202,Transcriptional misregulation in cancer,41/1123,198/8538,0.20707070707070707,1.5743274238376643,3.181969885233024,0.001823062644742392,0.020030658187547533,0.016014633340252542,BIRC3/PLAU/HDAC1/CDKN1A/TRAF1/DUSP6/CSF2/TAF15/PML/MMP9/CXCL8/TGFBR2/MYC/ZBTB17/CDKN1B/TCF3/BCL2A1/PPARG/MDM2/SPINT1/BIRC2/NFKBIZ/FOXO1/FUT8/SUPT3H/ETV1/POLK/ITGAM/HHEX/LMO2/ETV7/BAIAP3/FLI1/ETV6/PLAT/TMPRSS2/NTRK1/ARNT2/ZEB1/IL2RB/PAX8,41
Environmental Information Processing,Signal transduction,hsa04064,NF-kappa B signaling pathway,25/1123,105/8538,0.23809523809523808,1.8102022643429587,3.2507531581315434,0.001975773473169355,0.020030658187547533,0.016014633340252542,BIRC3/ICAM1/PLAU/TRAF1/MYD88/NFKBIA/TNF/TRIM25/CXCL2/CXCL8/BCL2A1/BIRC2/CYLD/LYN/CARD10/EDARADD/IL1B/LTB/LTA/PTGS2/TNFSF14/TAB3/CXCL3/CARD14/LY96,25
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,21/1123,83/8538,0.25301204819277107,1.9236125266873367,3.2904780333692756,0.001994106390778318,0.020030658187547533,0.016014633340252542,CCL5/ZCCHC3/NFKBIB/NFKBIA/POLR3D/G3BP1/POLR3E/STING1/TBK1/MEFV/POLR3GL/GSDMD/MLKL/PYCARD/CASP7/CASP3/IKBKE/SAMHD1/CASP1/IL1B/NLRP3,21
Human Diseases,Cancer: overview,hsa05203,Viral carcinogenesis,42/1123,205/8538,0.2048780487804878,1.557656972829746,3.1450700120895063,0.001997191725444622,0.020030658187547533,0.016014633340252542,C3/HDAC1/CDKN1A/IL6ST/TRAF1/HLA-B/CCND1/STAT5A/CDC42/MAD1L1/NFKBIA/PXN/SND1/YWHAH/HLA-C/RANBP1/CDKN1B/MDM2/H2BC5/EIF2AK2/HLA-F/GTF2H3/H2BC11/LYN/PIK3CD/KRAS/CASP3/GTF2A1/PIK3CA/HDAC4/CREB3L3/RASA2/IRF9/JAK3/KAT2B/ATP6V0D2/RBPJ/CCNE2/H4C3/GTF2H4/SCIN/H4C5,42
Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,30/1123,134/8538,0.22388059701492538,1.7021304873672598,3.187969439545461,0.002100413381470529,0.020155956265561034,0.016114809917519086,ICAM1/MAP2K1/HLA-B/TNFRSF10B/IFNAR2/CSF2/SHC1/TNF/IFNGR2/FAS/LAT2/RAC2/HLA-C/PPP3CA/IFNGR1/PTK2B/PIK3CD/KRAS/CASP3/PTPN11/RAET1L/SH2D1B/PIK3CA/SHC2/HCST/KLRC3/ITGB2/TNFSF10/LCP2/ICAM2,30
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,20/1123,78/8538,0.2564102564102564,1.9494485923693403,3.2780873052011565,0.00212790154123225,0.020155956265561034,0.016114809917519086,C3/ITGA5/IRF1/IL23A/MYD88/TNF/CXCL8/PYCARD/CASP7/CASP3/CASP1/ITGAM/IL1B/NLRP3/FOS/IL1A/ITGB2/IL12A/LY96/CALML4,20
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,23/1123,95/8538,0.24210526315789474,1.8406898814266297,3.2065363639780093,0.0023329158986612423,0.021500657336310368,0.017189906621714417,MMP1/CCL20/CSF2/NFKBIA/TNF/CXCL2/MMP9/CXCL8/CCL2/CSF3/TBK1/JUND/FOSB/CASP3/IKBKE/IL1B/IL17RB/FOS/USP25/CCL17/PTGS2/TAB3/CXCL3,23
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,49/1123,251/8538,0.1952191235059761,1.4842216175369758,3.0301861344281296,0.0025696920546590166,0.02305960501680854,0.018436294796584082,BIRC3/MAP2K1/CYTH4/NCKAP1/TUBA1C/TNFRSF10B/MYD88/FLNA/CDC42/PODXL/MYL12A/NFKBIA/TNF/CASP4/CXCL8/KPNA4/ACTG1/MYC/ARPC1B/BIRC2/GSDMD/MLKL/PYCARD/CASP7/PIK3CD/MYO6/CASP3/TCF7/CASP1/DYNC2LI1/PIK3C2B/TLR2/IL1B/NLRP3/KIF5B/PIK3CA/FOS/MAP2K4/PIK3C2A/AKT3/EXOC5/ACTR3B/TAB3/LY96/TNFSF10/NAIP/RHOH/CYFIP2/DYNC2H1,49
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,31/1123,143/8538,0.21678321678321677,1.648170173548624,3.0418209881899667,0.003037216247149714,0.026556172827642367,0.021231822078590444,MAP2K1/ITPR3/CSF1/IFNAR2/NFKBIA/TNF/IFNGR2/TGFBR2/OSCAR/CYBA/PPARG/PPP3CA/IFNGR1/CYLD/ATP2A3/JUND/ITGB3/FOSB/PIK3CD/SOCS1/IL1B/PIK3CA/FOS/IRF9/IL1A/AKT3/ACP5/LILRB4/LCP2/NCF4/LILRB3,31
Human Diseases,Infectious disease: parasitic,hsa05142,Chagas disease,24/1123,103/8538,0.23300970873786409,1.7715377499589346,3.065633196471072,0.0032583725243662772,0.027777625770222514,0.02220838115291752,C3/CCL5/SERPINE1/MYD88/NFKBIA/TNF/IFNGR2/GNA15/CXCL8/TGFBR2/CALR/CCL2/FAS/IFNGR1/PIK3CD/TLR2/IL1B/PIK3CA/FOS/MAP2K4/CCL3L1/AKT3/IL12A/TGFB3,24
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,25/1123,109/8538,0.22935779816513763,1.7437728234496395,3.0412524299188832,0.0033899388727385185,0.02784830143195102,0.022264886775352103,EBI3/IL6ST/IL4R/NFKBIB/IL23A/STAT5A/NFKBIE/IL2RG/NFKBIA/IFNGR2/TGFBR2/PPP3CA/IFNGR1/HIF1A/IL12RB1/JAK2/IL1B/FOS/JAK3/HLA-DOB/IL1RAP/IL2RB/HLA-DQA1/HLA-DQB1/HLA-DPA1,25
Organismal Systems,Immune system,hsa04612,Antigen processing and presentation,20/1123,81/8538,0.24691358024691357,1.8772467926519572,3.0870458109532475,0.003429996070797486,0.02784830143195102,0.022264886775352103,HLA-B/CTSS/TAPBP/PSME2/CD74/TNF/TAP1/CALR/PSME1/HLA-C/TAP2/HLA-F/IFI30/HLA-DOB/KLRC3/RFXAP/HLA-DQA1/HSPA2/HLA-DQB1/HLA-DPA1,20
Human Diseases,Infectious disease: viral,hsa05162,Measles,30/1123,139/8538,0.2158273381294964,1.6409027719943368,2.9646450286755814,0.0037637464124736612,0.029641713452136044,0.023698730619241347,CCND1/NFKBIB/STAT5A/MYD88/IFNAR2/OAS3/IL2RG/NFKBIA/MSN/FAS/TBK1/CDKN1B/IFIH1/OAS1/EIF2AK2/PIK3CD/CASP3/IKBKE/TLR2/IL1B/APAF1/PIK3CA/FOS/IRF9/IL1A/AKT3/JAK3/IL12A/IL2RB/CCNE2,30
Organismal Systems,Immune system,hsa04658,Th1 and Th2 cell differentiation,22/1123,93/8538,0.23655913978494625,1.7985235400568753,3.0131191935673542,0.0038950204289113217,0.029641713452136044,0.023698730619241347,IL4R/NFKBIB/STAT5A/NFKBIE/IL2RG/NFKBIA/IFNGR2/NOTCH2/PPP3CA/IFNGR1/DLL1/IL12RB1/JAK2/FOS/JAK3/HLA-DOB/IL12A/IL2RB/RBPJ/HLA-DQA1/HLA-DQB1/HLA-DPA1,22
Organismal Systems,Immune system,hsa04670,Leukocyte transendothelial migration,26/1123,116/8538,0.22413793103448276,1.70408695919182,2.9712186868011723,0.003962888537742514,0.029641713452136044,0.023698730619241347,ICAM1/RAPGEF3/ESAM/CDC42/MYL12A/PXN/MMP9/ACTG1/CLDN18/MSN/RAC2/VASP/CYBA/THY1/PTK2B/PIK3CD/PTPN11/RASSF5/ARHGAP5/ITGAM/PIK3CA/ROCK1/ITGB2/NCF4/RHOH/CLDN10,26
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,14/1123,50/8538,0.28,2.12879786286732,3.11519642934728,0.004052959637021076,0.029641713452136044,0.023698730619241347,ICAM1/LRP1/MYD88/TNF/SELE/CXCL8/CCL2/CSF3/TLR2/IL1B/THBS3/ITGB2/IL12A/TGFB3,14
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,37/1123,182/8538,0.2032967032967033,1.545634241092834,2.8955097789421402,0.004109024192321118,0.029641713452136044,0.023698730619241347,C3/CTSS/HSPD1/IL23A/MYD88/CD74/TNF/IFNGR2/TCIRG1/KSR1/PPP3CA/IFNGR1/CASP3/TLR2/JAK2/ITGAM/IL1B/APAF1/CAMK2A/CYP27B1/IL1A/AKT3/HLA-DOB/NOD2/ITGB2/CASP10/IL12A/RFXAP/ATP6V0D2/TGFB3/EEA1/HLA-DQA1/PLA2R1/HLA-DQB1/HLA-DPA1/CALML4/ATP6V0A4,37
