ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0001819,positive regulation of cytokine production,98/2435,294/11187,0.3333333333333333,1.531416837782341,4.870442942726885,2.3682209062900748e-6,0.0011119873619080216,0.0010284197581573549,C3/EBI3/CYP1B1/SERPINE1/CX3CL1/IL6ST/ZCCHC3/HMGB2/IL4R/TSC22D1/IRF1/CD83/HSPD1/IL23A/MYD88/CSF2/TNFRSF14/OAS3/CD74/GPRC5B/TNF/PTAFR/POLR3D/CYRIB/G3BP1/UAP1/SORL1/STING1/TBK1/CYBA/IFIH1/MEFV/HYAL2/EREG/ADAM17/KPNA6/IFNGR1/OAS1/EIF2AK2/HLA-F/NLRP1/RAB2B/TANK/HEG1/GSDMD/BTN3A1/PYCARD/HIF1A/PIK3CD/DHX58/IKBKE/GPSM3/PTPN11/RGCC/CASP1/IL12RB1/LAPTM5/TLR2/JAK2/RFTN1/IL1B/NLRP3/F3/LTB/IRF5/LACC1/WNT11/TMF1/ZNF580/IL1A/MCOLN2/SERPINB7/IL15/SETD4/LURAP1/NOD2/PAEP/LTA/PTGS2/IL12A/CD34/IL18R1/CD274/IL1RAP/CCR7/PANX2/ADAM8/C5AR1/PIBF1/FERMT1/TNFRSF8/LY96/TRIM15/NAIP/PLA2R1/HLA-DPA1/RBM47/IL7,98
BP,GO:0002250,adaptive immune response,89/2435,263/11187,0.33840304182509506,1.554708348623137,4.8015888164713685,3.414371533955469e-6,0.0014696024144066665,0.0013591594755342034,C3/EBI3/ICAM1/TNFRSF1B/IL6ST/HLA-B/CTSS/ZC3H12A/RAPGEF3/IL4R/IRF1/RNF19B/HSPD1/IL23A/MYD88/TNFRSF14/CD74/TNF/TAP1/TCIRG1/TRBC2/CYRIB/MR1/LAT2/NBN/ADGRE1/HLA-C/TAP2/UNG/ADAM17/ERAP2/HLA-F/ALCAM/SWAP70/ERAP1/NFKBIZ/LYN/BTN3A1/PYCARD/PTK2B/PARP3/PIK3CD/IL4I1/IGHE/IL12RB1/ENTPD7/CEACAM1/TRPM4/TMEM98/JAK2/TRBJ2-1/RAB27A/RFTN1/PDCD1LG2/IL1B/NLRP3/RAET1L/SH2D1B/ARG2/LIG4/SOCS5/MCOLN2/SHLD1/TNFSF13/TRBC1/JAK3/PDCD1/IGHA1/HLA-DOB/SLAMF7/NOD2/LTA/IL12A/IL18R1/CD274/TRBV30/IL2RB/SHLD3/IGHM/LILRB4/TRBJ2-2/IL7R/SEMA4A/CLC/TRGV5/HLA-DQA1/HLA-DQB1/HLA-DPA1/LILRB3,89
BP,GO:0070098,chemokine-mediated signaling pathway,21/2435,37/11187,0.5675675675675675,2.607547588656418,5.166072568111673,3.755944995011109e-6,0.0014902045155597602,0.001378213296297996,CCL5/CX3CL1/CCL20/CXCL2/CXCL8/CCL2/SH2B3/EDN1/LYN/PTK2B/OXSR1/HIF1A/CCL22/CCRL2/CCR10/CCL3L1/CCL17/CCR7/CCL26/CXCL3/GPR35,21
BP,GO:0001816,cytokine production,149/2435,492/11187,0.30284552845528456,1.3913482245705415,4.682618327563497,4.039276518458208e-6,0.0014902045155597602,0.001378213296297996,C3/EBI3/CYP1B1/SERPINE1/TNFRSF1B/CX3CL1/IL6ST/ZCCHC3/HLA-B/ADGRG1/ZC3H12A/HMGB2/IL4R/SRGN/TSC22D1/IRF1/CD83/HSPD1/IL23A/MYD88/CSF2/ITGAV/TNFRSF14/CD47/OAS3/LITAF/DTX4/CD74/GPRC5B/TNF/ANXA4/PTAFR/POLR3D/PML/SERPINB1/SARS1/CYRIB/ZNF134/G3BP1/COL3A1/UAP1/ZBTB17/SORL1/STING1/TBK1/CYBA/RNF26/IFIH1/MEFV/HYAL2/EREG/NMI/ADAM17/SYT11/KPNA6/IFNGR1/ZBTB33/OAS1/PTPRS/EIF2AK2/CYLD/HLA-F/NLRP1/RAB2B/LYN/TANK/GPATCH3/HEG1/GSDMD/DLL1/BTN3A1/CACTIN/PYCARD/HIF1A/PIK3CD/DHX58/CASP3/IKBKE/NFAT5/GPSM3/LRRC32/SOCS1/CD24/PTPN11/RGCC/CASP1/IL12RB1/LAPTM5/INHBA/CEACAM1/TRPM4/TLR2/TRIM38/JAK2/RFTN1/PDCD1LG2/IL1B/NLRP3/F3/LTB/NAV3/IRF5/PDCD4/LACC1/ARG2/WNT11/TMF1/SOCS5/ZNF580/ATP2B1/IL1A/MCOLN2/SERPINB7/IL15/CARD16/JAK3/XAF1/DICER1/SETD4/LURAP1/NOD2/ACP5/PAEP/LTA/PTGS2/IL12A/CD34/IL18R1/CD274/PGLYRP2/IL1RAP/CCR7/PANX2/TGFB3/ADAM8/C5AR1/PIBF1/LILRB4/FERMT1/TNFRSF8/CLC/LY96/TRIM15/NAIP/PLA2R1/HLA-DPA1/RBM47/APOD/IL7,149
BP,GO:0001817,regulation of cytokine production,146/2435,484/11187,0.30165289256198347,1.3858689565055067,4.577654325424676,6.396901328218437e-6,0.0022026663573498817,0.0020371325071898436,C3/EBI3/CYP1B1/SERPINE1/TNFRSF1B/CX3CL1/IL6ST/ZCCHC3/HLA-B/ZC3H12A/HMGB2/IL4R/SRGN/TSC22D1/IRF1/CD83/HSPD1/IL23A/MYD88/CSF2/ITGAV/TNFRSF14/CD47/OAS3/LITAF/DTX4/CD74/GPRC5B/TNF/ANXA4/PTAFR/POLR3D/PML/SERPINB1/SARS1/CYRIB/ZNF134/G3BP1/UAP1/ZBTB17/SORL1/STING1/TBK1/CYBA/RNF26/IFIH1/MEFV/HYAL2/EREG/NMI/ADAM17/SYT11/KPNA6/IFNGR1/ZBTB33/OAS1/PTPRS/EIF2AK2/CYLD/HLA-F/NLRP1/RAB2B/LYN/TANK/GPATCH3/HEG1/GSDMD/DLL1/BTN3A1/CACTIN/PYCARD/HIF1A/PIK3CD/DHX58/CASP3/IKBKE/GPSM3/LRRC32/SOCS1/CD24/PTPN11/RGCC/CASP1/IL12RB1/LAPTM5/INHBA/CEACAM1/TRPM4/TLR2/TRIM38/JAK2/RFTN1/PDCD1LG2/IL1B/NLRP3/F3/LTB/NAV3/IRF5/PDCD4/LACC1/ARG2/WNT11/TMF1/SOCS5/ZNF580/ATP2B1/IL1A/MCOLN2/SERPINB7/IL15/CARD16/JAK3/XAF1/DICER1/SETD4/LURAP1/NOD2/ACP5/PAEP/LTA/PTGS2/IL12A/CD34/IL18R1/CD274/PGLYRP2/IL1RAP/CCR7/PANX2/TGFB3/ADAM8/C5AR1/PIBF1/LILRB4/FERMT1/TNFRSF8/CLC/LY96/TRIM15/NAIP/PLA2R1/HLA-DPA1/RBM47/APOD/IL7,146
BP,GO:0045785,positive regulation of cell adhesion,104/2435,323/11187,0.3219814241486068,1.4792633231829422,4.6101368058437835,6.826233149138268e-6,0.002203593388456197,0.002037989870446675,CCL5/EBI3/FSTL3/ITGA5/CX3CL1/IL6ST/EFNB1/ADGRG1/IL4R/CSF1/CD83/SART1/HSPD1/IL23A/FLNA/CDC42/ITGAV/TNFRSF14/CD47/PODXL/ITGA2/CD74/IL2RG/TNF/PTAFR/SELE/PLAUR/LAMB2/TGFBR2/CALR/CITED2/WNT4/ADAM9/CCL2/CYRIB/ITGA6/ETS1/GP1BA/LAMB1/SOX4/TPM1/SMARCE1/EPB41L4B/PPP3CA/EFEMP2/ADAM19/SHH/CYLD/THY1/NFKBIZ/LYN/FUT4/ITGB3/PYCARD/PTK2B/YES1/NFAT5/IL4I1/MAP3K8/SOCS1/CD24/PTPN11/HAS2/IL12RB1/JAK2/PDCD1LG2/IL1B/IGF2/NLRP3/KLHL25/PRSS2/PIK3CA/SOCS5/IL1A/VNN1/IL15/ROCK1/HLA-DOB/FUT1/CEACAM6/SOX2/NOD2/ITGB2/LIMS2/TNFSF14/IL12A/CD274/SPOCK2/CCR7/ADAM8/EFNB3/LILRB4/TNFRSF18/FERMT1/IL7R/EDIL3/DISC1/HLA-DQA1/RHOH/HLA-DQB1/HLA-DPA1/VTN/MFSD2B/IL7,104
BP,GO:0006954,inflammatory response,146/2435,486/11187,0.3004115226337449,1.380165792075443,4.51972721599632,8.162334888168302e-6,0.0024059343652419766,0.002225124603753623,ADM/BIRC3/C3/CCL5/OLR1/SERPINE1/TNFRSF1B/CX3CL1/IL6ST/LRP1/ZC3H12A/HMGB2/IL4R/CSF1/TIMP1/NFKBIB/IL23A/FKRP/MYD88/CCL20/CD47/TNIP2/GPRC5B/PRDX2/NFKBIA/TNF/PTAFR/CXCL2/SELE/CASP4/PTGES/IFNGR2/MMP9/SLAMF8/ELF3/NOTCH2/CXCL8/APOL3/TCIRG1/NT5E/CCL2/ETS1/KARS1/FEM1A/STING1/TBK1/CYBA/NEK7/PPARG/MEFV/HYAL2/NMI/SYT11/SERPINA1/KPNA6/IFNGR1/BPGM/GGT5/EIF2AK2/CAMK2N1/BIRC2/CYLD/NLRP1/NFKBIZ/LYN/FUT4/GSDMD/PYCARD/HIF1A/PIK3CD/YES1/GPSM3/IL22RA1/CCL22/IGHE/CASP1/BST1/RICTOR/FNDC4/PJA2/MVK/TLR2/GPR68/TSPAN18/JAK2/ITGAM/ECM1/IL1B/NLRP3/ALOX5AP/SERPINA3/F3/IRF5/PDCD4/LACC1/SETD6/TNFAIP6/CCRL2/FOS/HDAC4/SOCS5/PTGER1/CCL3L1/ZNF580/CREB3L3/IL1A/SCG2/VNN1/IL15/CARD16/UFL1/SETD4/CCL17/PTGIS/NOD2/VAMP7/ITGB2/ACP5/LTA/PTGS2/MMP25/IL36G/IL18R1/CCN3/PGLYRP2/IL1RAP/AOC3/CCR7/ADAM8/C5AR1/CCL26/DUOXA1/LILRB4/PTGIR/RBPJ/CXCL3/LY96/KRT16/ADORA1/NAIP/ADORA2A/ADGRE2/WNK4/PIK3AP1/GPR4/APOD,146
BP,GO:0048514,blood vessel morphogenesis,129/2435,420/11187,0.30714285714285716,1.4110912290994428,4.529484057168088,8.38466961749382e-6,0.0024059343652419766,0.002225124603753623,ADM/C3/CYP1B1/ANPEP/SERPINE1/TNFAIP2/ITGA5/CX3CL1/LRP1/ADGRG1/ZC3H12A/RAPGEF3/WNT7B/PLXND1/FLNA/CDC42/ITGAV/CD47/SHC1/ATP2B4/TGFBI/TNF/MYH9/PML/SAT1/AMOTL2/NOTCH2/CXCL8/ACTG1/SARS1/NCL/TGFBR2/COL4A2/CCN2/CITED2/WNT4/CCL2/POFUT1/ADGRB2/UBP1/COL3A1/ETS1/AGO2/TNFRSF12A/NR2F2/SOX4/MMP19/LRG1/CCM2/EPN1/PPARG/EREG/TYMP/EFNA1/EFEMP2/SHH/EDN1/UNC5B/THY1/ERAP1/HEG1/EDN2/DLL1/ITGB3/PTK2B/HIF1A/PIK3CD/COL27A1/CARD10/HIPK2/HAS2/RGCC/PGF/HOXB13/MMP14/CEACAM1/ZNF304/SOX18/TSPAN18/PDCL3/HEY2/CSPG4/ECM1/IL1B/HHEX/F3/FKBPL/AMOTL1/TIE1/WNT11/PTPRM/PIK3CA/PIK3C2A/IL1A/SCG2/FGF18/AKT3/FZD4/ACVRL1/ROCK1/FUT1/MYLK/SPARC/PTGIS/NPR1/GREM1/ROBO4/PTGS2/APOLD1/HEY1/ASB4/IL12A/THSD7A/ADTRP/EPHB3/CD34/NPR3/CCN3/STRA6/XDH/ADAM8/C5AR1/RBPJ/SEMA4A/TBX6/CITED1/GPR4/APOD/SEMA3E,129
BP,GO:1903037,regulation of leukocyte cell-cell adhesion,78/2435,229/11187,0.3406113537117904,1.5648538866422175,4.555346849767019,1.034377252430485e-5,0.0028118728993702397,0.0026005562169138727,CCL5/EBI3/IL6ST/EFNB1/ZC3H12A/IL4R/IRF1/CD83/SART1/HSPD1/IL23A/TNFRSF14/CD47/CD74/MAD1L1/PRDX2/IL2RG/TNF/PTAFR/SELE/TGFBR2/CCL2/CYRIB/ETS1/GP1BA/SOX4/SMARCE1/PPP3CA/SHH/CYLD/THY1/NFKBIZ/LYN/FUT4/PYCARD/CASP3/YES1/NFAT5/IL4I1/MAP3K8/LRRC32/SOCS1/CD24/PTPN11/HAS2/IL12RB1/LAPTM5/JAK2/PDCD1LG2/IL1B/IGF2/NLRP3/KLHL25/ARG2/PIK3CA/SOCS5/IL1A/VNN1/IL15/JAK3/HLA-DOB/NOD2/ITGB2/TNFSF14/IL12A/ADTRP/CD274/CCR7/ADAM8/EFNB3/LILRB4/IL7R/HLA-DQA1/RHOH/ADORA2A/HLA-DQB1/HLA-DPA1/IL7,78
BP,GO:0030595,leukocyte chemotaxis,49/2435,127/11187,0.3858267716535433,1.772584843732316,4.618529445765118,1.1598829671281433e-5,0.00299539776260843,0.0027702888972776394,CCL5/SERPINE1/CX3CL1/CXCL16/CSF1/IL23A/CCL20/CD74/CXCL2/SLAMF8/CXCL8/CALR/CCL2/RAC2/ADAM17/EDN1/SWAP70/LYN/EDN2/PTK2B/OXSR1/PIK3CD/GPSM3/ITGA1/CCL22/PGF/BST1/TRPM4/HSD3B7/IL1B/TNFAIP6/CCL3L1/ZNF580/SCG2/CH25H/CCL17/NOD2/ITGB2/GREM1/TNFSF14/IL12A/CCN3/CCR7/ADAM8/C5AR1/CCL26/CXCL3/MMP28/ADGRE2,49
BP,GO:0002687,positive regulation of leukocyte migration,38/2435,91/11187,0.4175824175824176,1.9184782363427129,4.64023075178431,1.3479164826931898e-5,0.003315232682433488,0.0030660877185271656,CCL5/ICAM1/SERPINE1/CX3CL1/CSF1/IL23A/CCL20/TNFRSF14/CD47/ITGA2/CD74/TNF/PTAFR/SELE/CXCL8/CALR/RAC2/ADAM17/EDN1/THY1/SWAP70/EDN2/FUT4/ITGB3/PYCARD/PTK2B/OXSR1/GPSM3/PGF/MMP14/ZNF580/IL1A/TNFSF14/IL12A/CCR7/ADAM8/C5AR1/TNFRSF18,38
BP,GO:0001525,angiogenesis,111/2435,357/11187,0.31092436974789917,1.4284644453263853,4.339781906492605,1.9683249727930942e-5,0.004319144592729366,0.00399455406568622,ADM/C3/CYP1B1/ANPEP/SERPINE1/TNFAIP2/ITGA5/CX3CL1/ADGRG1/ZC3H12A/RAPGEF3/PLXND1/FLNA/CDC42/ITGAV/CD47/SHC1/ATP2B4/TGFBI/TNF/MYH9/PML/SAT1/AMOTL2/NOTCH2/CXCL8/ACTG1/SARS1/NCL/TGFBR2/COL4A2/CCN2/CCL2/POFUT1/ADGRB2/UBP1/ETS1/AGO2/TNFRSF12A/MMP19/LRG1/CCM2/EPN1/PPARG/EREG/TYMP/EFNA1/SHH/EDN1/UNC5B/THY1/ERAP1/EDN2/DLL1/ITGB3/PTK2B/HIF1A/PIK3CD/COL27A1/CARD10/HIPK2/RGCC/PGF/HOXB13/MMP14/CEACAM1/ZNF304/SOX18/TSPAN18/PDCL3/CSPG4/ECM1/IL1B/HHEX/F3/FKBPL/AMOTL1/TIE1/PTPRM/PIK3CA/PIK3C2A/IL1A/SCG2/FGF18/AKT3/FZD4/ACVRL1/ROCK1/FUT1/SPARC/PTGIS/NPR1/GREM1/ROBO4/PTGS2/APOLD1/HEY1/IL12A/THSD7A/ADTRP/EPHB3/CD34/NPR3/CCN3/ADAM8/C5AR1/RBPJ/SEMA4A/GPR4/APOD/SEMA3E,111
BP,GO:1990266,neutrophil migration,31/2435,70/11187,0.44285714285714284,2.0345966559108244,4.579937202808641,2.059372374771804e-5,0.004319144592729366,0.00399455406568622,CCL5/CX3CL1/IL23A/MYD88/CCL20/CD74/CXCL2/SLAMF8/CXCL8/CCL2/RAC2/EDN1/EDN2/FUT4/PIK3CD/ITGA1/CCL22/BST1/IL1B/TNFAIP6/CCL3L1/IL1A/MCOLN2/CCL17/NOD2/ITGB2/CCR7/ADAM8/C5AR1/CCL26/CXCL3,31
BP,GO:1990868,response to chemokine,22/2435,43/11187,0.5116279069767442,2.35054677427057,4.680115184344406,2.090583055532123e-5,0.004319144592729366,0.00399455406568622,CCL5/CX3CL1/ZC3H12A/CCL20/CXCL2/CXCL8/CCL2/SH2B3/EDN1/LYN/PTK2B/OXSR1/HIF1A/CCL22/CCRL2/CCR10/CCL3L1/CCL17/CCR7/CCL26/CXCL3/GPR35,22
BP,GO:1990869,cellular response to chemokine,22/2435,43/11187,0.5116279069767442,2.35054677427057,4.680115184344406,2.090583055532123e-5,0.004319144592729366,0.00399455406568622,CCL5/CX3CL1/ZC3H12A/CCL20/CXCL2/CXCL8/CCL2/SH2B3/EDN1/LYN/PTK2B/OXSR1/HIF1A/CCL22/CCRL2/CCR10/CCL3L1/CCL17/CCR7/CCL26/CXCL3/GPR35,22
BP,GO:0050870,positive regulation of T cell activation,58/2435,162/11187,0.35802469135802467,1.6448551220625143,4.360774181676976,2.714579688892056e-5,0.0053926169588951805,0.004987353290766052,CCL5/EBI3/IL6ST/EFNB1/IL4R/CD83/SART1/HSPD1/IL23A/TNFRSF14/CD47/CD74/IL2RG/TGFBR2/CCL2/CYRIB/SOX4/SMARCE1/PPP3CA/SHH/CYLD/THY1/NFKBIZ/LYN/PYCARD/YES1/IL4I1/MAP3K8/SOCS1/CD24/PTPN11/IL12RB1/JAK2/PDCD1LG2/IL1B/IGF2/NLRP3/KLHL25/PIK3CA/SOCS5/IL1A/VNN1/IL15/HLA-DOB/NOD2/TNFSF14/IL12A/CD274/CCR7/ADAM8/EFNB3/LILRB4/IL7R/HLA-DQA1/RHOH/HLA-DQB1/HLA-DPA1/IL7,58
