category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Cellular Processes,Transport and catabolism,hsa04148,Efferocytosis,93/3916,157/8538,0.5923566878980892,1.2915069972609512,3.393203462533302,4.696517433685257e-4,0.01345613030424623,0.010633524786574443,ABCA1/ADAM10/ANO9/CPT1A/CX3CL1/DOCK1/DUSP2/DUSP5/HIF1A/ITGB5/MAP2K1/MFGE8/NFATC1/ODC1/PBX1/PTPN11/SIRPA/THBS1/TMEM30A/XKR8/NFATC4/MEGF10/MAPK11/ATP2A3/CASP1/ITGB3/UQCRFS1/SPHK1/SCARF1/DUSP8/CD24/MAP2K2/ATP11A/BSG/PTPN6/CAMK2D/ANO5/VPS18/DUSP4/CEBPB/AXL/ELMO1/JAK2/GAS6/ATP11B/SIRPB1/ADAM9/ADAM17/SLC16A1/DUSP7/ANO6/PANX1/SLC2A1/EPOR/MAPK1/LRP1/TYRO3/VPS41/HAVCR2/P2RY2/NFATC3/PPARG/SLC66A1/ATP11C/VPS8/RXRA/DUSP16/ANO3/PECAM1/S1PR1/MERTK/ANO4/CD36/ANO7/HAVCR1/RAB17/RAB7B/XKR9/NFATC2/XKR4/SIRPG/PTGS2/P2RY12/ATP2A1/PTGER2/CPT1B/XKR6/AGER/CX3CR1/P2RY6/MEGF11/STAB1/STAB2,93
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,44/3916,66/8538,0.6666666666666666,1.4535240040858017,3.4043819892969505,5.04540953409088e-4,0.01345613030424623,0.010633524786574443,HLA-DPA1/HLA-DRA/IFNGR2/IL18/IL4R/JUN/MAF/NFATC1/RELA/STAT1/TLR4/TNF/IL23A/IL2RG/SMAD3/HLA-DPB1/HLA-DMA/GATA3/IL6/RORA/IFNGR1/HLA-DMB/NFKB1/TGFB2/SMAD2/IL21R/TLR2/STAT4/HLA-DOA/RORC/IL1B/HLA-DRB1/TGFB3/HLA-DQA2/HLA-DRB5/IL12RB1/IL18R1/IL12RB2/IL1A/TLR5/IL12A/IL12B/HLA-DOB/HLA-DQB1,44
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,49/3916,75/8538,0.6533333333333333,1.4244535240040859,3.3982679268327995,5.070425911744956e-4,0.01345613030424623,0.010633524786574443,AIFM2/ATM/BCL2L1/CCND1/CD82/CDK6/CDKN1A/GADD45A/RRM2B/SERPINE1/SESN2/SESN3/SFN/THBS1/TNFRSF10A/PPP1R13L/EI24/BID/MDM2/CCNE1/SESN1/CCND2/ZMAT3/MDM4/GADD45B/CDK4/CCNB1/FAS/TNFRSF10B/CDK2/BBC3/CASP9/CCND3/SHISA5/COP1/CDKN2A/TP53I3/CCNB2/GTSE1/ZNF385A/SIVA1/APAF1/CCNG2/GADD45G/PPM1D/TP73/BCL2/GORAB/CCNE2,49
Human Diseases,Infectious disease: viral,hsa05164,Influenza A,101/3916,173/8538,0.5838150289017341,1.272883737682075,3.33754204583473,5.658033316525656e-4,0.013943010672866794,0.01101827540586575,AKT2/BAK1/CCL5/CDK6/HLA-DPA1/HLA-DRA/ICAM1/IFNGR2/IL18/MAP2K1/MX1/MX2/NFKBIA/NFKBIB/OAS1/OAS2/RELA/SOCS3/STAT1/TLR3/TLR4/TNF/TNFRSF10A/TRIM25/AKT3/KPNA1/BID/CXCL8/STAT2/CASP1/DNAJB1/NXF3/PRKCB/FADD/ACTG1/IRF3/MAP2K2/KPNA2/HLA-DPB1/HLA-DMA/TNFSF10/PYCARD/RAE1/NXT1/TICAM1/CDK4/IL6/SLC25A5/MYD88/PIK3R1/IFNAR2/FAS/RAB11B/EP300/JAK2/IFNGR1/IKBKG/PRSS3/CCL2/HLA-DMB/NFKB1/TNFRSF10B/PIK3CD/DNAJC3/CPSF4/CASP9/EIF2AK2/CCND3/ACTB/MAPK1/XPO1/ADAR/PIK3CA/TMPRSS2/PML/CIITA/HLA-DOA/RNASEL/NLRX1/NXF2/IL1B/IRF9/APAF1/IRF7/TLR7/HLA-DRB1/TRADD/HLA-DQA2/HLA-DRB5/IFNB1/CXCL10/KPNA7/PRSS2/IL1A/PRSS1/IL12A/IL12B/HLA-DOB/KPNA5/HLA-DQB1/TMPRSS4,101
Human Diseases,Infectious disease: bacterial,hsa05134,Legionellosis,38/3916,56/8538,0.6785714285714286,1.4794797898730485,3.3134025144031103,7.142782271135078e-4,0.016428399223610682,0.012982320057712179,CXCL2/HSPA1A/HSPA1B/HSPD1/IL18/NFKB2/NFKBIA/RELA/TLR4/TNF/VCP/CXCL8/CASP1/ARF1/RAB1B/BNIP3/PYCARD/IL6/MYD88/NFKB1/EEF1G/CASP9/HSPA6/CXCL1/TLR2/HSF1/EEF1A2/ITGAM/IL1B/APAF1/NAIP/CLK4/ITGB2/TLR5/IL12A/IL12B/HSPA1L/NLRC4,38
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,140/3916,251/8538,0.5577689243027888,1.21609578031083,3.19847889613834,8.78988034430626e-4,0.018953179492410373,0.014977493481416589,AKT2/ARPC1B/ARPC4/BAK1/BIRC3/CYFIP2/CYTH4/EXOC5/GCC2/HSP90AA1/HSP90B1/IL18/IRAK1/JUN/KIF5C/MAP2K1/MAP3K7/MYC/NFKBIA/PIK3C2A/PIK3C3/RELA/RHOB/RHOG/RILP/RPS3/S100A10/TLR4/TNF/TNFRSF10A/TUBB2B/TXN/SNX9/HRAS/AKT3/DYNLRB1/FLNA/TUBB2A/MAPK11/KPNA1/ARPC1A/RHOJ/CXCL8/TAB3/CASP1/ARF1/CYTH1/MYL12A/TUBB/TAB2/FADD/ACTG1/MAP2K2/ARL8A/DYNLL1/DYNLT1/DCTN3/KLC2/AHNAK2/TNFSF10/PYCARD/PKN1/DCTN2/KIF5B/RRAS/ACTR1A/PFN1/FYCO1/IL6/MYD88/DYNC1LI2/VPS18/TUBA1A/TRAF2/ELMO1/DYNC1I2/PAK3/IKBKG/DYNC1LI1/MYL12B/PAK1/SNX33/PFN2/NFKB1/TNFRSF10B/DCTN4/PIK3CD/DCTN5/CDC42/TCF7/ACTB/RHOA/MAPK1/TUBA1C/DYNC1H1/KPNA3/WASF3/VPS41/CSE1L/PIK3CG/TLR6/PIK3CA/STX10/MYL9/TLR2/PLEKHM1/DYNC2H1/EXOC2/TUBA3C/SNX18/TIRAP/DCTN6/LEF1/IL1B/ACBD3/TUBA4A/MAP2K4/TRAF6/PIK3C2B/TRADD/TUBA3E/MAPK10/ARHGEF26/NAIP/DYNC2LI1/MAP2K6/BCL2/KIF5A/ACTR3C/RAB7B/LY96/TLR5/PFN4/ACTR3B/KLC3/RHOH/RAB9B/DYNC1I1/TUBAL3/NLRC4,140
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,199/3916,371/8538,0.5363881401617251,1.1694795558480104,3.0720763565847053,0.0012926494527711117,0.02623318007094315,0.020730415372614112,ADRM1/ANXA11/ATF4/ATG101/ATG2B/ATP5MC1/BCL2L1/COX7A2L/GRIN2D/HNRNPA1/ITPR3/KIF5C/NCBP1/NDUFA4/NDUFB11/NDUFB8/NRG1/NUP205/PIK3C3/PSMA2/PSMA7/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC4/PSMD13/PSMD2/PSMD4/PSMD8/RANBP2/RB1CC1/SETX/SQSTM1/TNF/TNFRSF1B/TPR/TUBB2B/ULK1/VCP/TUBB2A/MAPK11/NDUFV1/NDUFA1/NDUFS5/NDUFV2/BID/SDHC/CASP1/UQCRC1/COX7A2/XBP1/UQCRFS1/UBQLN4/NXF3/TUBB/DDIT3/NUP153/PSMB1/SPG11/ACTG1/ATP5F1B/COX6B1/DCTN3/KLC2/NDUFA2/COX5A/PSMA6/UQCRH/NDUFA10/RAE1/NXT1/COX5B/NDUFA3/NUP50/GPX1/DCTN2/KIF5B/PSMB5/ACTR1A/NDUFS8/NEFL/PFN1/ATG2A/FUS/SOD1/NDUFA11/COX8A/NDUFA6/TUBA1A/TRAF2/ATP5PD/CYC1/ATP5MC3/RAB39B/BAD/NDUFB10/NUP155/NDUFB4/DAXX/PSMD3/NDUFC2/NDUFB3/NDUFS4/COX7B/MAP1LC3A/PFN2/PSMD11/VAPB/NUP88/ATF6/DCTN4/NDUFS6/NUP58/NDC1/NUP160/NUP107/HDAC6/DCTN5/ATP5MC2/SEC13/NUP133/ATP5PB/NUP62/PSMD1/UQCR10/CASP9/ATP5F1E/PSMD14/NDUFB2/MAP3K5/PIK3R4/COX6C/ACTB/TUBA1C/NDUFAB1/UQCRQ/GPX7/ATP5F1D/DNAH9/COX7C/PPP3CA/NDUFA13/UQCR11/NUP214/CCS/DNAH6/NDUFS7/PPP3R1/PSMD9/NRG2/TUBA3C/GLE1/NUP43/NRG3/HAP1/ALYREF/DCTN6/NXF2/FIG4/NDUFA4L2/SEM1/APAF1/NRG4/ALS2/NDUFB1/TUBA4A/TUBA3E/ANG/DNAH12/CHCHD10/MAP2K6/PPP3CC/BCL2/DNAH14/GRIN2A/UQCRHL/POM121L2/KIF5A/C9orf72/DNAH1/GRIN2B/GPX5/PFN4/PRPH/KLC3/ERBB4/SLC1A2/DNAH17/DNAH2/DNAI2/MAP1LC3C/NOS1/COX6B2/DNAH3/TUBAL3/NDUFC2-KCTD14/MATR3,199
Metabolism,Global and overview maps,hsa01232,Nucleotide metabolism,53/3916,85/8538,0.6235294117647059,1.35947245088025,3.0656929331609954,0.0015599068138543106,0.02989821393220762,0.023626658759547746,AMPD3/DCTPP1/ENTPD6/NME1/NME2/NME3/PNP/RRM2B/TYMP/UPP1/AK3/CTPS1/NT5E/ADA/DTYMK/NT5C3B/IMPDH1/UCK2/AK6/ENTPD4/HPRT1/ENTPD1/AK4/HDDC2/CANT1/ITPA/DGUOK/GUK1/TK1/UCKL1/AK1/RRM1/NME6/NME1-NME2/CMPK2/CDA/ENTPD2/LACC1/ENTPD8/XDH/NT5C/GDA/NT5C3A/ENTPD5/AK9/ENTPD3/CTPS2/AK5/GMPR/ADA2/NT5M/NT5C1B/NT5DC4,53
Cellular Processes,Cellular community - eukaryotes,hsa04510,Focal adhesion,114/3916,203/8538,0.5615763546798029,1.2243970674811435,2.9783203276159957,0.001855308829667152,0.033688502433429864,0.02662188292984999,ACTN4/AKT2/BIRC3/CAV2/CCND1/COL4A1/COL6A3/DOCK1/FLNB/FN1/GRB2/ILK/ITGA1/ITGA11/ITGA4/ITGA5/ITGB1/ITGB5/JUN/LAMA4/LAMA5/LAMB1/LAMC2/MAP2K1/MET/MYLK/PAK4/PDGFB/PDGFRB/PPP1CA/PXN/RAC2/ROCK1/SPP1/THBS1/THBS2/TNC/HRAS/AKT3/FLNA/GSK3B/CAPN2/ELK1/LAMC1/ITGB3/MYL12A/PPP1CB/PRKCB/ARHGAP35/ACTG1/CCND2/ITGB4/SHC1/SOS2/PDGFC/ARHGAP5/PIK3R1/LAMB3/BAD/PAK3/EMP1/PPP1R12A/EGF/COL4A5/RAC3/MYL12B/PAK1/VASP/PPP1CC/ZYX/PIK3CD/COL9A3/CDC42/VAV3/CCND3/RAP1B/ACTB/RHOA/SHC4/MAPK1/SOS1/PIK3CA/PARVA/MYL9/PPP1R12B/PAK2/COL6A2/PDGFA/PGF/PIP5K1B/RASGRF1/THBS4/RELN/TLN2/COL4A6/MAPK10/ITGA7/PDGFRA/BCL2/MYLK4/COL4A3/PRKCG/KDR/COL6A5/FLT4/PAK5/PAK6/COL9A2/LAMC3/COL6A6/LAMA2/VTN/ITGB6/MYLK2,114
Metabolism,Nucleotide metabolism,hsa00240,Pyrimidine metabolism,38/3916,58/8538,0.6551724137931034,1.4284632453946673,3.013621151727767,0.0019547401153869903,0.03371926699042558,0.02664619420448582,DCTPP1/ENTPD6/NME1/NME2/NME3/RRM2B/TYMP/UPP1/NUDT2/CTPS1/NT5E/DTYMK/NT5C3B/UCK2/ENTPD4/ENTPD1/HDDC2/CANT1/TK1/UCKL1/RRM1/NME6/NME1-NME2/UMPS/CMPK2/CDA/ENTPD8/NT5C/NT5C3A/ENTPD5/AK9/UPB1/ENTPD3/DPYS/CTPS2/NT5M/NT5C1B/NT5DC4,38
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,114/3916,204/8538,0.5588235294117647,1.2183951210719222,2.9059643317447925,0.002329734218596449,0.03653446842798977,0.028870869024711976,ADRM1/AKT2/BAK1/CCND1/CD44/CDK6/CDKN1A/GADD45A/HES1/HLA-DPA1/HLA-DRA/HLA-E/ICAM1/IRAK1/ISG15/JUN/MAP3K14/MAP3K7/MYC/NFKB2/NFKBIA/NFKBIB/NFKBIE/OAS1/OAS2/PSMC4/PSMD13/PSMD2/PSMD4/PSMD8/RELA/RELB/STAT1/SYK/TAP1/TAPBP/TNF/RB1/AKT3/MAPK11/BID/STAT2/MDM2/CCNE1/RBPJ/TAB2/FADD/IRF3/CCND2/HLA-DPB1/HLA-DMA/GADD45B/CDK4/IL6/MYD88/SKP2/TRAF2/PIK3R1/IFNAR2/FAS/CCNA1/LYN/IKBKG/ENTPD1/PSMD3/HLA-DMB/PSMD11/NFKB1/CDKN1B/PIK3CD/CDK2/PSMD1/SNW1/CASP9/EIF2AK2/HLA-F/PSMD14/CCND3/CCNA2/SIN3A/TNFAIP3/PIK3CA/CIR1/TLR2/POLK/BCL2L11/HLA-DOA/SEM1/IRF9/APAF1/E2F2/IRF7/MAP2K4/TRAF6/HLA-DRB1/TRADD/ENTPD8/MAPK10/GADD45G/HLA-DQA2/TRAF5/HLA-DRB5/MAP2K6/BCL2/IFNB1/BLNK/CXCL10/JAK3/ENTPD3/HLA-DOB/RUNX3/CD3D/HLA-DQB1/CCNE2,114
