ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0006959,humoral immune response,8/180,164/14849,0.04878048780487805,4.0241192411924125,4.313738730476598,8.746466098002326e-4,0.12376249528673292,0.11575001625601909,CXCL8/IL6/CXCL1/C4A/SUSD4/PRSS3/JCHAIN/HLA-DRB1,8
BP,GO:0071604,transforming growth factor beta production,4/180,39/14849,0.10256410256410256,8.46096866096866,5.167969807437796,0.00123328294459516,0.16532482420441433,0.15462156806752617,CD24/COL3A1/SERPINB7/PTGS2,4
BP,GO:0019221,cytokine-mediated signaling pathway,13/180,411/14849,0.031630170316301706,2.609313327926467,3.665033747102157,0.0015263186486955504,0.18207294971204316,0.1702854070623246,CD24/CXCL8/OASL/IL6/BIRC3/CXCL1/ACKR3/IRAK2/CCL20/IL36B/AIM2/STAT4/MMP8,13
BP,GO:0051384,response to glucocorticoid,6/180,104/14849,0.057692307692307696,4.759294871794872,4.261580054725396,0.0016600568812094295,0.18207294971204316,0.1702854070623246,STC1/IL6/AREG/MAOB/PTGS2/BMP6,6
BP,GO:0015732,prostaglandin transport,3/180,20/14849,0.15,12.374166666666666,5.6383058522719915,0.0017156461692536457,0.18207294971204316,0.1702854070623246,PTGES/SLCO2B1/PTGS2,3
BP,GO:0072574,hepatocyte proliferation,3/180,20/14849,0.15,12.374166666666666,5.6383058522719915,0.0017156461692536457,0.18207294971204316,0.1702854070623246,IL6/GLI1/LIMS2,3
BP,GO:0072575,epithelial cell proliferation involved in liver morphogenesis,3/180,20/14849,0.15,12.374166666666666,5.6383058522719915,0.0017156461692536457,0.18207294971204316,0.1702854070623246,IL6/GLI1/LIMS2,3
BP,GO:0002833,positive regulation of response to biotic stimulus,11/180,323/14849,0.034055727554179564,2.809408324733402,3.641956909426946,0.0019704387951352733,0.19434191657585415,0.18176007158521187,OASL/BIRC3/IRAK2/CD180/GBP5/S100A8/HLA-DRB1/AIM2/CLEC7A/BMP6/KLRD1,11
BP,GO:0072576,liver morphogenesis,3/180,21/14849,0.14285714285714285,11.784920634920635,5.478419568279081,0.001983859376117867,0.19434191657585415,0.18176007158521187,IL6/GLI1/LIMS2,3
BP,GO:0072001,renal system development,10/180,278/14849,0.03597122302158273,2.9674260591526775,3.66814180081603,0.002110184550897123,0.19906074263462858,0.18617339721950055,CD24/GFRA1/SERPINB7/KIF26B/GDF6/MYOCD/COL4A3/BMP6/ANGPT2/WNT6,10
BP,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,7/180,149/14849,0.04697986577181208,3.875577926920209,3.9077753208060737,0.002266221868266176,0.20614525351692678,0.19279925142429913,HMCN1/PCDHB14/HMCN2/PCDHB11/PCDHB10/PCDHGB2/PCDHGC5,7
BP,GO:0019369,arachidonic acid metabolic process,4/180,47/14849,0.0851063829787234,7.02080378250591,4.579448512633087,0.002480748556881035,0.20692472351120117,0.19352825793228287,PTGS2/PLA2G4B/CYP4F3/ALOXE3,4
BP,GO:0046697,decidualization,3/180,23/14849,0.13043478260869565,10.760144927536231,5.188934209773195,0.002595118898544469,0.20692472351120117,0.19352825793228287,STC1/PTGS2/NDP,3
BP,GO:0032731,positive regulation of interleukin-1 beta production,4/180,48/14849,0.08333333333333333,6.874537037037036,4.515633781162946,0.002681003484832995,0.20692472351120117,0.19352825793228287,IL6/GBP5/AIM2/CLEC7A,4
BP,GO:0045109,intermediate filament organization,4/180,48/14849,0.08333333333333333,6.874537037037036,4.515633781162946,0.002681003484832995,0.20692472351120117,0.19352825793228287,KRT17/KRT7/KRT15/KRT79,4
BP,GO:1901616,organic hydroxy compound catabolic process,4/180,48/14849,0.08333333333333333,6.874537037037036,4.515633781162946,0.002681003484832995,0.20692472351120117,0.19352825793228287,MAOA/MAOB/CYP24A1/CYP4F3,4
BP,GO:0030593,neutrophil chemotaxis,5/180,80/14849,0.0625,5.1559027777777775,4.128618983870889,0.002858134915122215,0.2104599739053295,0.19683463349978744,CXCL8/CXCL1/CCL20/SAA1/S100A8,5
BP,GO:0060135,maternal process involved in female pregnancy,4/180,49/14849,0.08163265306122448,6.734240362811791,4.453618920985326,0.0028920687423190155,0.2104599739053295,0.19683463349978744,STC1/PTGS2/NDP/ANGPT2,4
BP,GO:0050926,regulation of positive chemotaxis,3/180,25/14849,0.12,9.899333333333333,4.933041316413627,0.0033109679845597364,0.23425098490760135,0.21908539617130654,CXCL8/ANGPT2/PGF,3
BP,GO:0031960,response to corticosteroid,6/180,120/14849,0.05,4.124722222222222,3.8070219923743593,0.0034103589912158915,0.23464546655374613,0.21945433877260245,STC1/IL6/AREG/MAOB/PTGS2/BMP6,6
BP,GO:0060349,bone morphogenesis,5/180,84/14849,0.05952380952380952,4.910383597883598,3.9811840701271692,0.0035309621021855043,0.23464546655374613,0.21945433877260245,STC1/COL3A1/MMP13/SFRP4/BMP6,5
BP,GO:0060350,endochondral bone morphogenesis,4/180,52/14849,0.07692307692307693,6.345726495726496,4.277515064664806,0.0035929223382787983,0.23464546655374613,0.21945433877260245,STC1/COL3A1/MMP13/BMP6,4
BP,GO:0071347,cellular response to interleukin-1,5/180,87/14849,0.05747126436781609,4.741060025542784,3.8766061468346074,0.004105239811840814,0.2366743221839528,0.2213518447305541,CXCL8/IL6/IRAK2/MAPK13/CCL20,5
BP,GO:0006940,regulation of smooth muscle contraction,4/180,54/14849,0.07407407407407407,6.110699588477366,4.167635477415896,0.004119278742220824,0.2366743221839528,0.2213518447305541,CNN1/PTGS2/MYOCD/SPX,4
BP,GO:0002526,acute inflammatory response,5/180,89/14849,0.056179775280898875,4.634519350811486,3.8095071035901005,0.004523330969884207,0.2366743221839528,0.2213518447305541,IL6/PTGES/SAA2/SAA1/PTGS2,5
BP,GO:0045987,positive regulation of smooth muscle contraction,3/180,28/14849,0.10714285714285714,8.838690476190475,4.598897770326199,0.0045921985619223095,0.2366743221839528,0.2213518447305541,PTGS2/MYOCD/SPX,3
BP,GO:1900017,positive regulation of cytokine production involved in inflammatory response,3/180,28/14849,0.10714285714285714,8.838690476190475,4.598897770326199,0.0045921985619223095,0.2366743221839528,0.2213518447305541,IL6/GBP5/CLEC7A,3
BP,GO:0050729,positive regulation of inflammatory response,6/180,128/14849,0.046875,3.866927083333333,3.6084687911330566,0.004678793900579865,0.2366743221839528,0.2213518447305541,IL6/MAPK13/S100A8/PTGS2/AIM2/MMP8,6
BP,GO:0044703,multi-organism reproductive process,7/180,171/14849,0.04093567251461988,3.376965562053281,3.46303978413586,0.004854025823767975,0.2366743221839528,0.2213518447305541,STC1/PSG2/PTGS2/PLA2G4B/NDP/ANGPT2/PSG7,7
BP,GO:0042303,molting cycle,5/180,91/14849,0.054945054945054944,4.5326617826617825,3.744371930297291,0.004970891748525749,0.2366743221839528,0.2213518447305541,KRT17/DKK1/APCDD1/PTGS2/FOXQ1,5
BP,GO:0042633,hair cycle,5/180,91/14849,0.054945054945054944,4.5326617826617825,3.744371930297291,0.004970891748525749,0.2366743221839528,0.2213518447305541,KRT17/DKK1/APCDD1/PTGS2/FOXQ1,5
BP,GO:0031349,positive regulation of defense response,12/180,418/14849,0.028708133971291867,2.368261562998405,3.1432507817684896,0.005013541443655739,0.2366743221839528,0.2213518447305541,OASL/IL6/BIRC3/IRAK2/MAPK13/GBP5/S100A8/PTGS2/AIM2/CLEC7A/MMP8/KLRD1,12
BP,GO:0000096,sulfur amino acid metabolic process,3/180,29/14849,0.10344827586206896,8.533908045977011,4.498473744116278,0.0050769130207352214,0.2366743221839528,0.2213518447305541,SLC7A11/FMO1/NOX4,3
BP,GO:0032612,interleukin-1 production,5/180,92/14849,0.05434782608695652,4.483393719806763,3.7125081630552046,0.005206063080858933,0.2366743221839528,0.2213518447305541,IL6/SAA1/GBP5/AIM2/CLEC7A,5
BP,GO:0032652,regulation of interleukin-1 production,5/180,92/14849,0.05434782608695652,4.483393719806763,3.7125081630552046,0.005206063080858933,0.2366743221839528,0.2213518447305541,IL6/SAA1/GBP5/AIM2/CLEC7A,5
BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,6/180,131/14849,0.04580152671755725,3.778371501272265,3.5381117175976002,0.005234091219217989,0.2366743221839528,0.2213518447305541,IL24/IL6/GFRA1/AREG/NOX4/BMP6,6
BP,GO:0072006,nephron development,6/180,132/14849,0.045454545454545456,3.749747474747475,3.515119632460569,0.005429500222699178,0.2366743221839528,0.2213518447305541,CD24/SERPINB7/KIF26B/COL4A3/ANGPT2/WNT6,6
BP,GO:0001822,kidney development,9/180,269/14849,0.03345724907063197,2.760037174721189,3.2269274142649276,0.005583007307049306,0.2366743221839528,0.2213518447305541,CD24/GFRA1/SERPINB7/KIF26B/GDF6/COL4A3/BMP6/ANGPT2/WNT6,9
BP,GO:0045807,positive regulation of endocytosis,6/180,133/14849,0.045112781954887216,3.721553884711779,3.492350677501718,0.005630201203335295,0.2366743221839528,0.2213518447305541,PTX3/SIRPB1/C4A/CLEC7A/SFRP4/ABCA13,6
BP,GO:0032835,glomerulus development,4/180,59/14849,0.06779661016949153,5.592843691148776,3.915557101709352,0.005657491062035397,0.2366743221839528,0.2213518447305541,CD24/SERPINB7/COL4A3/ANGPT2,4
BP,GO:0050766,positive regulation of phagocytosis,4/180,59/14849,0.06779661016949153,5.592843691148776,3.915557101709352,0.005657491062035397,0.2366743221839528,0.2213518447305541,PTX3/SIRPB1/C4A/CLEC7A,4
BP,GO:0044706,multi-multicellular organism process,7/180,176/14849,0.03977272727272727,3.2810290404040403,3.3720784307541383,0.005669071725974277,0.2366743221839528,0.2213518447305541,STC1/PSG2/PTGS2/PLA2G4B/NDP/ANGPT2/PSG7,7
BP,GO:0006939,smooth muscle contraction,5/180,94/14849,0.05319148936170213,4.388002364066194,3.650127227099794,0.005699861904026532,0.2366743221839528,0.2213518447305541,CNN1/PTGS2/MYOCD/SPX/HTR1D,5
BP,GO:0033559,unsaturated fatty acid metabolic process,5/180,94/14849,0.05319148936170213,4.388002364066194,3.650127227099794,0.005699861904026532,0.2366743221839528,0.2213518447305541,PTGES/PTGS2/PLA2G4B/CYP4F3/ALOXE3,5
BP,GO:0019336,phenol-containing compound catabolic process,2/180,10/14849,0.2,16.49888888888889,5.430855219200268,0.006168593550923219,0.2366743221839528,0.2213518447305541,MAOA/MAOB,2
BP,GO:0031650,regulation of heat generation,2/180,10/14849,0.2,16.49888888888889,5.430855219200268,0.006168593550923219,0.2366743221839528,0.2213518447305541,PTGES/PTGS2,2
BP,GO:0044062,regulation of excretion,2/180,10/14849,0.2,16.49888888888889,5.430855219200268,0.006168593550923219,0.2366743221839528,0.2213518447305541,STC1/SPX,2
BP,GO:0060353,regulation of cell adhesion molecule production,2/180,10/14849,0.2,16.49888888888889,5.430855219200268,0.006168593550923219,0.2366743221839528,0.2213518447305541,CXCL8/MYOCD,2
BP,GO:0071492,cellular response to UV-A,2/180,10/14849,0.2,16.49888888888889,5.430855219200268,0.006168593550923219,0.2366743221839528,0.2213518447305541,MMP1/MMP3,2
BP,GO:0006690,icosanoid metabolic process,5/180,96/14849,0.052083333333333336,4.296585648148149,3.5894655256352204,0.006225826300088276,0.2366743221839528,0.2213518447305541,PTGES/PTGS2/PLA2G4B/CYP4F3/ALOXE3,5
BP,GO:0120254,olefinic compound metabolic process,6/180,137/14849,0.043795620437956206,3.6128953771289543,3.403426873008531,0.006487566475955934,0.23673191921246295,0.2214057128831871,PTGS2/PLA2G4B/DHRS9/CYP4F3/BMP6/ALOXE3,6
BP,GO:0001893,maternal placenta development,3/180,32/14849,0.09375,7.733854166666666,4.224044970373109,0.00671103958643844,0.23673191921246295,0.2214057128831871,STC1/PTGS2/NDP,3
BP,GO:0008207,C21-steroid hormone metabolic process,3/180,32/14849,0.09375,7.733854166666666,4.224044970373109,0.00671103958643844,0.23673191921246295,0.2214057128831871,DHRS2/DHRS9/BMP6,3
BP,GO:0033280,response to vitamin D,3/180,32/14849,0.09375,7.733854166666666,4.224044970373109,0.00671103958643844,0.23673191921246295,0.2214057128831871,STC1/PTGS2/CYP24A1,3
BP,GO:0045730,respiratory burst,3/180,32/14849,0.09375,7.733854166666666,4.224044970373109,0.00671103958643844,0.23673191921246295,0.2214057128831871,CD24/JCHAIN/CLEC7A,3
BP,GO:0071621,granulocyte chemotaxis,5/180,98/14849,0.05102040816326531,4.208900226757369,3.530437259994808,0.00678501378190412,0.23673191921246295,0.2214057128831871,CXCL8/CXCL1/CCL20/SAA1/S100A8,5
BP,GO:0002831,regulation of response to biotic stimulus,12/180,439/14849,0.02733485193621868,2.2549734244495068,2.9566830842654124,0.0073146908254945265,0.24175011073579047,0.22609902283185332,OASL/BIRC3/IRAK2/CD180/GBP5/S100A8/SUSD4/HLA-DRB1/AIM2/CLEC7A/BMP6/KLRD1,12
BP,GO:1990266,neutrophil migration,5/180,100/14849,0.05,4.124722222222222,3.472962595523254,0.007378467470626353,0.24175011073579047,0.22609902283185332,CXCL8/CXCL1/CCL20/SAA1/S100A8,5
BP,GO:0030595,leukocyte chemotaxis,7/180,185/14849,0.03783783783783784,3.1214114114114118,3.2162849355587437,0.00738904988795034,0.24175011073579047,0.22609902283185332,CXCL8/IL6/CXCL1/CCL20/SAA1/S100A8/PGF,7
BP,GO:0001660,fever generation,2/180,11/14849,0.18181818181818182,14.9989898989899,5.14488103556144,0.00747959685826443,0.24175011073579047,0.22609902283185332,PTGES/PTGS2,2
BP,GO:0014831,gastro-intestinal system smooth muscle contraction,2/180,11/14849,0.18181818181818182,14.9989898989899,5.14488103556144,0.00747959685826443,0.24175011073579047,0.22609902283185332,SPX/HTR1D,2
BP,GO:0052548,regulation of endopeptidase activity,8/180,233/14849,0.034334763948497854,2.8324272770624703,3.1229168358137174,0.007584429355714552,0.24175011073579047,0.22609902283185332,SERPINB2/BIRC3/SERPINB3/SERPINB7/S100A8/COL4A3/AIM2/CLEC7A,8
BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,7/180,186/14849,0.03763440860215054,3.10462962962963,3.19956334502931,0.0076016127231058024,0.24175011073579047,0.22609902283185332,IL24/IL6/GFRA1/SPINK1/AREG/NOX4/BMP6,7
BP,GO:0006937,regulation of muscle contraction,6/180,142/14849,0.04225352112676056,3.485680751173709,3.296836827734034,0.007688166065802525,0.24175011073579047,0.22609902283185332,STC1/CNN1/PTGS2/MYOCD/SPX/HCN4,6
BP,GO:0045104,intermediate filament cytoskeleton organization,4/180,65/14849,0.06153846153846154,5.076581196581197,3.648604387375996,0.007958007270960068,0.24447706373092654,0.22864943079498556,KRT17/KRT7/KRT15/KRT79,4
BP,GO:0002758,innate immune response-activating signaling pathway,8/180,235/14849,0.03404255319148936,2.808321513002364,3.0952448261099192,0.007966861519303849,0.24447706373092654,0.22864943079498556,OASL/BIRC3/IRAK2/GBP5/S100A8/AIM2/CLEC7A/KLRD1,8
BP,GO:0019233,sensory perception of pain,4/180,66/14849,0.06060606060606061,4.9996632996633,3.6073151856686496,0.008392899362826372,0.24856644973393915,0.2324740668063168,PTGES/MMP24/SPX/ALOXE3,4
BP,GO:0045103,intermediate filament-based process,4/180,66/14849,0.06060606060606061,4.9996632996633,3.6073151856686496,0.008392899362826372,0.24856644973393915,0.2324740668063168,KRT17/KRT7/KRT15/KRT79,4
BP,GO:0070098,chemokine-mediated signaling pathway,4/180,66/14849,0.06060606060606061,4.9996632996633,3.6073151856686496,0.008392899362826372,0.24856644973393915,0.2324740668063168,CXCL8/CXCL1/ACKR3/CCL20,4
BP,GO:0045429,positive regulation of nitric oxide biosynthetic process,3/180,35/14849,0.08571428571428572,7.070952380952381,3.9831316060680426,0.008624131720039514,0.2519945396774679,0.23568021957312416,PTX3/PTGS2/CLEC7A,3
BP,GO:0097529,myeloid leukocyte migration,7/180,191/14849,0.03664921465968586,3.023356602675974,3.1176096249447696,0.008732941540015653,0.2519945396774679,0.23568021957312416,CXCL8/IL6/CXCL1/CCL20/SAA1/S100A8/PGF,7
BP,GO:0006750,glutathione biosynthetic process,2/180,12/14849,0.16666666666666666,13.749074074074072,4.894025150029372,0.008904400695316885,0.2519945396774679,0.23568021957312416,SLC7A11/CHAC1,2
BP,GO:0070141,response to UV-A,2/180,12/14849,0.16666666666666666,13.749074074074072,4.894025150029372,0.008904400695316885,0.2519945396774679,0.23568021957312416,MMP1/MMP3,2
BP,GO:0002253,activation of immune response,12/180,453/14849,0.026490066225165563,2.185283296541575,2.8380518392241503,0.009263172052746562,0.2526827056518481,0.23632383315360994,CD22/OASL/BIRC3/IRAK2/C4A/GBP5/S100A8/SUSD4/HLA-DRB1/AIM2/CLEC7A/KLRD1,12
BP,GO:0150076,neuroinflammatory response,4/180,68/14849,0.058823529411764705,4.852614379084968,3.527183602015979,0.009308744283266732,0.2526827056518481,0.23632383315360994,IL6/MMP3/PTGS2/MMP8,4
BP,GO:0071634,regulation of transforming growth factor beta production,3/180,36/14849,0.08333333333333333,6.874537037037036,3.9090692390068362,0.00932554940371956,0.2526827056518481,0.23632383315360994,CD24/SERPINB7/PTGS2,3
BP,GO:1904407,positive regulation of nitric oxide metabolic process,3/180,36/14849,0.08333333333333333,6.874537037037036,3.9090692390068362,0.00932554940371956,0.2526827056518481,0.23632383315360994,PTX3/PTGS2/CLEC7A,3
BP,GO:0070555,response to interleukin-1,5/180,108/14849,0.046296296296296294,3.8191872427983538,3.257184083005517,0.010115217876030792,0.26589517257937906,0.24868091482120755,CXCL8/IL6/IRAK2/MAPK13/CCL20,5
BP,GO:0098773,skin epidermis development,5/180,108/14849,0.046296296296296294,3.8191872427983538,3.257184083005517,0.010115217876030792,0.26589517257937906,0.24868091482120755,KRT17/DKK1/APCDD1/ALOXE3/FOXQ1,5
BP,GO:0007596,blood coagulation,7/180,197/14849,0.03553299492385787,2.93127467569092,3.0227253033287313,0.010248541262219234,0.26589517257937906,0.24868091482120755,SERPINB2/F13A1/COL3A1/IL6/SLC7A11/SAA1/DGKG,7
BP,GO:0009743,response to carbohydrate,7/180,197/14849,0.03553299492385787,2.93127467569092,3.0227253033287313,0.010248541262219234,0.26589517257937906,0.24868091482120755,MAPK13/NOX4/PTGS2/COL4A3/HLA-DRB1/CLEC7A/ANGPT2,7
BP,GO:0043588,skin development,8/180,246/14849,0.032520325203252036,2.6827461607949417,2.948051710533387,0.010335148050788586,0.26589517257937906,0.24868091482120755,KRT17/COL3A1/DKK1/APCDD1/KRT7/KRT79/ALOXE3/FOXQ1,8
BP,GO:0060352,cell adhesion molecule production,2/180,13/14849,0.15384615384615385,12.691452991452993,4.671450263677892,0.01044008478587811,0.26590895949631543,0.24869380916254907,CXCL8/MYOCD,2
BP,GO:0007565,female pregnancy,6/180,152/14849,0.039473684210526314,3.256359649122807,3.09731766275982,0.010557309181545833,0.2662323414395766,0.24899625511035145,STC1/PSG2/PTGS2/NDP/ANGPT2/PSG7,6
BP,GO:0050817,coagulation,7/180,200/14849,0.035,2.887305555555556,2.9766186900724882,0.011074426252417693,0.26663693603664573,0.24937465594235916,SERPINB2/F13A1/COL3A1/IL6/SLC7A11/SAA1/DGKG,7
BP,GO:0030100,regulation of endocytosis,8/180,250/14849,0.032,2.639822222222222,2.896511087438219,0.011314347668723555,0.26663693603664573,0.24937465594235916,PTX3/CD22/SIRPB1/C4A/DKK1/CLEC7A/SFRP4/ABCA13,8
BP,GO:0033273,response to vitamin,4/180,72/14849,0.05555555555555555,4.583024691358024,3.375925781442184,0.011330264194028133,0.26663693603664573,0.24937465594235916,KYNU/STC1/PTGS2/CYP24A1,4
BP,GO:0002218,activation of innate immune response,8/180,252/14849,0.031746031746031744,2.618871252204585,2.871116103471637,0.011828913982393448,0.26663693603664573,0.24937465594235916,OASL/BIRC3/IRAK2/GBP5/S100A8/AIM2/CLEC7A/KLRD1,8
BP,GO:0002399,MHC class II protein complex assembly,2/180,14/14849,0.14285714285714285,11.784920634920635,4.472055387322124,0.012083782245844856,0.26663693603664573,0.24937465594235916,HLA-DRB1/HLA-DRB5,2
BP,GO:0002503,peptide antigen assembly with MHC class II protein complex,2/180,14/14849,0.14285714285714285,11.784920634920635,4.472055387322124,0.012083782245844856,0.26663693603664573,0.24937465594235916,HLA-DRB1/HLA-DRB5,2
BP,GO:0019184,nonribosomal peptide biosynthetic process,2/180,14/14849,0.14285714285714285,11.784920634920635,4.472055387322124,0.012083782245844856,0.26663693603664573,0.24937465594235916,SLC7A11/CHAC1,2
BP,GO:0031649,heat generation,2/180,14/14849,0.14285714285714285,11.784920634920635,4.472055387322124,0.012083782245844856,0.26663693603664573,0.24937465594235916,PTGES/PTGS2,2
BP,GO:0038065,collagen-activated signaling pathway,2/180,14/14849,0.14285714285714285,11.784920634920635,4.472055387322124,0.012083782245844856,0.26663693603664573,0.24937465594235916,COL4A6/COL4A3,2
BP,GO:0050930,induction of positive chemotaxis,2/180,14/14849,0.14285714285714285,11.784920634920635,4.472055387322124,0.012083782245844856,0.26663693603664573,0.24937465594235916,CXCL8/PGF,2
BP,GO:0150078,positive regulation of neuroinflammatory response,2/180,14/14849,0.14285714285714285,11.784920634920635,4.472055387322124,0.012083782245844856,0.26663693603664573,0.24937465594235916,IL6/MMP8,2
BP,GO:2000345,regulation of hepatocyte proliferation,2/180,14/14849,0.14285714285714285,11.784920634920635,4.472055387322124,0.012083782245844856,0.26663693603664573,0.24937465594235916,GLI1/LIMS2,2
BP,GO:0060326,cell chemotaxis,8/180,253/14849,0.03162055335968379,2.608519982433026,2.858510365571595,0.012092578445677625,0.26663693603664573,0.24937465594235916,CXCL8/IL6/CXCL1/ACKR3/CCL20/SAA1/S100A8/PGF,8
BP,GO:0007599,hemostasis,7/180,204/14849,0.03431372549019608,2.8306917211328977,2.9164570896096342,0.012249492367411005,0.26663693603664573,0.24937465594235916,SERPINB2/F13A1/COL3A1/IL6/SLC7A11/SAA1/DGKG,7
BP,GO:0060395,SMAD protein signal transduction,4/180,74/14849,0.05405405405405406,4.459159159159159,3.304400183146223,0.01243894731272579,0.26663693603664573,0.24937465594235916,GDF15/DKK1/GDF6/BMP6,4
BP,GO:1990868,response to chemokine,4/180,74/14849,0.05405405405405406,4.459159159159159,3.304400183146223,0.01243894731272579,0.26663693603664573,0.24937465594235916,CXCL8/CXCL1/ACKR3/CCL20,4
BP,GO:1990869,cellular response to chemokine,4/180,74/14849,0.05405405405405406,4.459159159159159,3.304400183146223,0.01243894731272579,0.26663693603664573,0.24937465594235916,CXCL8/CXCL1/ACKR3/CCL20,4
