category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,46/1107,204/8538,0.22549019607843138,1.739146607152346,4.124029316422458,9.471509377363228e-5,0.0027907387982424752,0.002194574782518851,HDAC1/ICAM1/CDKN1A/HLA-B/PSMC3/TAPBP/NFKBIB/CCND1/NFKBIE/NFKBIA/MYD88/IFNAR2/CALR/TAP1/OAS3/MYC/TNF/HLA-C/TAP2/CDKN1B/FAS/TBK1/E2F1/MDM2/EIF2AK2/OAS1/HLA-F/LYN/NEDD4/CASP3/IKBKE/PIK3CD/POLK/TLR2/PIK3CA/APAF1/MAP2K4/IRF9/AKT3/JAK3/HLA-DOB/ENTPD3/CCNE2/RBPJ/HLA-DPA1/HLA-DQB1,46
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,48/1107,216/8538,0.2222222222222222,1.713941583860283,4.10183813782172,9.849666346738148e-5,0.0027907387982424752,0.002194574782518851,MMP1/ICAM1/CCL5/OLR1/TNFRSF10B/HSPD1/NFKBIA/CDC42/MYD88/CXCL2/TNF/SELE/CXCL8/CCL2/MMP9/CYBA/FAS/TBK1/CYP1A1/PPARG/PPP3CA/LYN/PYCARD/TANK/CASP7/CASP3/IKBKE/KRAS/PIK3CD/CASP1/TLR2/MIB1/PIK3CA/APAF1/JAK2/MAP2K4/FOS/NLRP3/CAMK2A/AKT3/IL1B/CCL3L1/IL12A/CXCL3/NCF4/LY96/HSPA2/TNFSF10,48
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,49/1107,224/8538,0.21875,1.6871612466124661,4.022355751085277,1.2631873865094777e-4,0.003303720857024788,0.002597972438651072,MAP2K1/ICAM1/CDKN1A/HLA-B/CCND1/VDAC1/NFKBIA/STAT5A/CALR/CSF2/MYC/IL2RG/TNF/MAD1L1/ETS1/HLA-C/TGFBR2/CDC26/RANBP1/TCF3/E2F1/PPP3CA/HLA-F/IL15RA/CCNB2/ANAPC10/KRAS/PIK3CD/ANAPC15/PIK3CA/MAP2K4/FOS/BUB1B/AKT3/IL15/MAP3K1/JAK3/KAT2B/TLN2/ITGB2/CREB3L3/HLA-DOB/LTA/ADCY5/IL2RB/CCNE2/TGFB3/HLA-DPA1/HLA-DQB1,49
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,27/1107,101/8538,0.26732673267326734,2.0618208162279643,4.14305518371281,1.468040324199636e-4,0.003565240787341973,0.002803625882306072,ICAM1/SERPINE1/CCND1/CDC42/STAT5A/COL4A2/TNF/SELE/CXCL8/CCL2/TGFBR2/CDKN1B/COL3A1/EDN1/THBD/CASP3/KRAS/PIK3CD/FOXO1/PLCD4/F3/PIK3CA/JAK2/AKT3/IL1B/IL1A/TGFB3,27
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,23/1107,83/8538,0.27710843373493976,2.1372645051751724,4.018338750210519,2.516486836939811e-4,0.005704036830396905,0.004485527414615523,ZCCHC3/CCL5/NFKBIB/NFKBIA/POLR3D/G3BP1/POLR3E/TBK1/STING1/POLR3GL/MEFV/GSDMD/PYCARD/MLKL/CASP7/CASP3/IKBKE/SAMHD1/CASP1/NLRP3/IL1B/IFI16/TREX1,23
Environmental Information Processing,Signaling molecules and interaction,hsa04512,ECM-receptor interaction,24/1107,89/8538,0.2696629213483146,2.079839225358546,3.952339729827898,2.9227308742347467e-4,0.006210803107748837,0.004884037118787011,LAMC2/ITGA5/LAMB3/LAMA5/ITGAV/ITGA2/CD47/LAMB2/COL4A2/ITGA6/LAMB1/GP1BA/ITGB4/ITGB3/ITGA1/COL6A2/THBS3/LAMA4/HMMR/COL9A3/COL9A2/SV2A/ITGB6/TNXB,24
Environmental Information Processing,Signaling molecules and interaction,hsa04061,Viral protein interaction with cytokine and cytokine receptor,26/1107,100/8538,0.26,2.0053116531165314,3.902867223279037,3.131124051144985e-4,0.0062622481022899705,0.004924492315732671,TNFRSF1B/CX3CL1/CCL5/CSF1/TNFRSF10B/IL6ST/CCL20/TNFRSF14/IL2RG/CXCL2/TNF/CXCL8/CCL2/IL22RA1/CCL22/CCR10/CCL3L1/TNFSF14/LTA/IL2RB/CCL17/IL18R1/CXCL3/CCR7/CCL26/TNFSF10,26
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,65/1107,333/8538,0.19519519519519518,1.5054892290664648,3.6315961805031742,3.775679554415003e-4,0.0067696947084181424,0.0053235370152885705,HDAC1/LAMC2/WNT9A/MAP2K1/ITGA5/IRF1/CDKN1A/HLA-B/LAMB3/CCND1/LAMA5/WNT7B/PXN/CDC42/IFNAR2/ITGAV/ITGA2/LAMB2/COL4A2/TNF/NOTCH2/TCIRG1/HLA-C/WNT4/ITGA6/LAMB1/CDKN1B/FAS/TBK1/E2F1/ATP6V1C1/MDM2/EIF2AK2/HLA-F/ITGB4/ITGB3/CASP3/IKBKE/KRAS/PIK3CD/TCF7/FOXO1/ITGA1/COL6A2/THBS3/HEY2/PIK3CA/LAMA4/IRF9/WNT11/COL9A3/FZD4/AKT3/ATP6V1G2/COL9A2/PTGS2/CREB3L3/HEY1/APC/ATP6V0D2/TLR3/CCNE2/ITGB6/RBPJ/TNXB,65
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,28/1107,112/8538,0.25,1.9281842818428185,3.816236791041307,3.7830646899983736e-4,0.0067696947084181424,0.0053235370152885705,LAMC2/LAMB3/NFKBIB/BIRC3/LAMA5/NFKBIA/IFNGR2/MYD88/LAMB2/TNF/ITGA6/LAMB1/IFNGR1/BIRC2/CASP3/SOCS1/BIRC7/TLR2/JAK2/LAMA4/AKT3/HLA-DOB/IL12A/PIK3R5/TGFB3/LY96/HLA-DPA1/HLA-DQB1,28
Human Diseases,Infectious disease: parasitic,hsa05146,Amoebiasis,26/1107,103/8538,0.2524271844660194,1.9469045175888653,3.731514022022461,5.147189875262229e-4,0.008750222787945789,0.00688098014903477,LAMC2/LAMB3/LAMA5/CSF2/LAMB2/COL4A2/CXCL2/TNF/CXCL8/GNA15/SERPINB6/LAMB1/COL3A1/SERPINB9/CASP3/PIK3CD/TLR2/ITGAM/PIK3CA/ARG2/LAMA4/IL1B/ITGB2/IL12A/CXCL3/TGFB3,26
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,42/1107,196/8538,0.21428571428571427,1.6527293844367015,3.568033534953781,5.903760691404899e-4,0.009558469690846026,0.007516567496826288,MAP2K1/ITPR3/ICAM1/CDKN1A/C3/HLA-B/CCND1/IL6ST/NFKBIA/IFNAR2/CSF2/MYC/CXCL2/CXCL8/HLA-C/FAS/TBK1/E2F1/IFNGR1/PPP3CA/EIF2AK2/HLA-F/LYN/HIF1A/CASP3/IKBKE/KRAS/PIK3CD/TCF7/GNG10/PIK3CA/JAK2/MAP2K4/FOS/IRF9/AKT3/GNG4/PTGS2/GNG7/PIK3R5/TLR3/CXCL3,42
Organismal Systems,Immune system,hsa04625,C-type lectin receptor signaling pathway,26/1107,105/8538,0.24761904761904763,1.909820622015744,3.6204470167587885,7.054857475049823e-4,0.01085540904562096,0.008536451695318031,IRF1/ITPR3/NFKBIA/IL23A/TNF/KSR1/MDM2/PPP3CA/CYLD/PYCARD/IKBKE/KRAS/PIK3CD/CCL22/PTPN11/CASP1/MRAS/PIK3CA/IRF9/NLRP3/AKT3/IL1B/PTGS2/IL12A/CCL17/CLEC7A,26
Human Diseases,Cancer: overview,hsa05202,Transcriptional misregulation in cancer,42/1107,198/8538,0.21212121212121213,1.6360351482302704,3.4948899620410137,7.343364942625943e-4,0.01085540904562096,0.008536451695318031,HDAC1/CDKN1A/PLAU/BIRC3/TRAF1/TAF15/DUSP6/PML/CSF2/MYC/CXCL8/TGFBR2/MMP9/ZBTB17/CDKN1B/BCL2A1/TCF3/PPARG/MDM2/SPINT1/BIRC2/NFKBIZ/FOXO1/FUT8/SUPT3H/ETV1/POLK/HHEX/ITGAM/LMO2/FLI1/BAIAP3/ETV6/ETV7/TMPRSS2/PLAT/ZEB1/IL2RB/ARNT2/NTRK1/PAX8/HPGD,42
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,15/1107,50/8538,0.3,2.3138211382113822,3.5960140692088847,0.0012067946441423072,0.016840364709778212,0.01324288741883488,ICAM1/LRP1/MYD88/TNF/SELE/CXCL8/CCL2/CSF3/THBS3/TLR2/IL1B/ITGB2/IL12A/HGF/TGFB3,15
Cellular Processes,Cellular community - eukaryotes,hsa04510,Focal adhesion,42/1107,203/8538,0.20689655172413793,1.5957387160078496,3.3155368748049088,0.0012382621110131038,0.016840364709778212,0.01324288741883488,LAMC2/MAP2K1/ITGA5/LAMB3/BIRC3/CCND1/FLNA/SHC1/ACTG1/LAMA5/MYL12A/PXN/CDC42/ITGAV/ITGA2/LAMB2/COL4A2/VASP/ITGA6/LAMB1/RAC2/BIRC2/ITGB4/ITGB3/PIK3CD/PGF/ITGA1/COL6A2/ARHGAP5/THBS3/PIK3CA/LAMA4/SHC2/COL9A3/AKT3/ROCK1/TLN2/COL9A2/MYLK/HGF/ITGB6/TNXB,42
Human Diseases,Cancer: specific types,hsa05219,Bladder cancer,13/1107,41/8538,0.3170731707317073,2.4455020159957694,3.5808047540133856,0.001438998952403873,0.018817678608358337,0.014797802992331325,MMP1/MAP2K1/CDKN1A/CCND1/MYC/CXCL8/MMP9/RASSF1/TYMP/E2F1/MDM2/KRAS/FGFR3,13
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,20/1107,77/8538,0.2597402597402597,2.0033083447717592,3.4132787734843966,0.001508854105186098,0.01900038502826938,0.014941479248236605,HDAC1/MAP2K1/CDKN1A/CCND1/SHC1/NFKBIA/STAT5A/MYC/TGFBR2/CDKN1B/E2F1/MDM2/KRAS/PIK3CD/PTPN11/POLK/PIK3CA/SHC2/AKT3/TGFB3,20
Environmental Information Processing,Signal transduction,hsa04064,NF-kappa B signaling pathway,25/1107,105/8538,0.23809523809523808,1.8363659827074459,3.3281491469197624,0.0016146432601704121,0.01960638244492643,0.015418022108394163,ICAM1/PLAU/BIRC3/TRAF1/NFKBIA/TRIM25/MYD88/CXCL2/TNF/CXCL8/BCL2A1/BIRC2/CYLD/LYN/CARD10/EDARADD/LTB/IL1B/PTGS2/TNFSF14/LTA/TAB3/CXCL3/CARD14/LY96,25
Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,30/1107,134/8538,0.22388059701492538,1.7267321926950614,3.272552306333109,0.001676871640550745,0.019659874406457008,0.015460086994551333,MAP2K1/ICAM1/HLA-B/TNFRSF10B/SHC1/IFNGR2/IFNAR2/CSF2/TNF/HLA-C/LAT2/RAC2/FAS/IFNGR1/PPP3CA/PTK2B/CASP3/KRAS/PIK3CD/PTPN11/RAET1L/PIK3CA/SHC2/SH2D1B/HCST/ITGB2/KLRC3/ICAM2/TNFSF10/LCP2,30
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,23/1107,95/8538,0.24210526315789474,1.8672942518898874,3.280822211896134,0.0019304656419677024,0.021518405319589644,0.016921594276085975,MMP1/NFKBIA/CCL20/CSF2/CXCL2/TNF/CXCL8/CCL2/MMP9/TBK1/CSF3/JUND/FOSB/CASP3/IKBKE/IL17RB/FOS/IL1B/USP25/PTGS2/TAB3/CCL17/CXCL3,23
Cellular Processes,Transport and catabolism,hsa04145,Phagosome,34/1107,159/8538,0.2138364779874214,1.649264542959895,3.1895320732130896,0.001961972249727291,0.021518405319589644,0.016921594276085975,ITGA5/C3/HLA-B/OLR1/TUBA1C/ACTG1/CTSS/CALR/TAP1/ITGAV/ITGA2/TCIRG1/HLA-C/TAP2/CYBA/ATP6V1C1/HLA-F/SCARB1/ITGB3/THBS3/TLR2/ITGAM/SEC61A2/ATP6V1G2/ITGB2/HLA-DOB/ATP6V0D2/CLEC7A/EEA1/NCF4/FCGR2A/PLA2R1/HLA-DPA1/HLA-DQB1,34
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,30/1107,136/8538,0.22058823529411764,1.7013390722142514,3.1820644420627047,0.0021385637548451846,0.022722239895230086,0.017868262951667005,MAP2K1/ITPR3/BIRC3/TRAF1/TUBA1C/TNFRSF10B/ACTG1/CTSS/NFKBIA/BIRC5/TNF/BCL2A1/FAS/BIRC2/CASP7/PARP3/CASP3/KRAS/PIK3CD/PIK3CA/APAF1/FOS/AKT3/IL3RA/CTSW/HRK/CASP10/NTRK1/CSF2RB/TNFSF10,30
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,31/1107,143/8538,0.21678321678321677,1.6719919646748915,3.127696247200587,0.0024285521078471497,0.0250214459596373,0.01967630734906463,MAP2K1/ITPR3/CSF1/NFKBIA/IFNGR2/IFNAR2/TNF/TGFBR2/OSCAR/CYBA/PPARG/IFNGR1/PPP3CA/JUND/CYLD/ATP2A3/FOSB/ITGB3/PIK3CD/SOCS1/PIK3CA/FOS/IRF9/AKT3/IL1B/IL1A/ACP5/NCF4/FCGR2A/LILRB4/LCP2,31
Human Diseases,Infectious disease: parasitic,hsa05142,Chagas disease,24/1107,103/8538,0.23300970873786409,1.797142631620491,3.141339862880727,0.0026949133685957596,0.02628124986562324,0.020666989058415804,C3/SERPINE1/CCL5/NFKBIA/IFNGR2/MYD88/CALR/TNF/CXCL8/GNA15/CCL2/TGFBR2/FAS/IFNGR1/PIK3CD/TLR2/PIK3CA/MAP2K4/FOS/AKT3/IL1B/CCL3L1/IL12A/TGFB3,24
Human Diseases,Infectious disease: bacterial,hsa05135,Yersinia infection,30/1107,138/8538,0.21739130434782608,1.6766819842111464,3.0930528076583528,0.0027054227802847455,0.02628124986562324,0.020666989058415804,MAP2K1/ITGA5/ACTG1/PXN/NFKBIA/CDC42/MYD88/TNF/CXCL8/ARPC1B/CCL2/RAC2/TBK1/BAIAP2/MEFV/PYCARD/PTK2B/PIK3CD/CASP1/PIK3CA/MAP2K4/FOS/NLRP3/AKT3/IL1B/ROCK1/WIPF1/ACTR3B/FCGR2A/LCP2,30
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,13/1107,44/8538,0.29545454545454547,2.278763242177876,3.2821858925907628,0.00292404735707355,0.026355963773739246,0.020725742410308886,HLA-B/HSPD1/TNF/HLA-C/FAS/HLA-F/IL1B/IL1A/HLA-DOB/IL12A/LTA/HLA-DPA1/HLA-DQB1,13
Human Diseases,Infectious disease: viral,hsa05161,Hepatitis B,34/1107,163/8538,0.2085889570552147,1.6087917934394067,3.0288167915417037,0.0030145027983561226,0.026355963773739246,0.020725742410308886,MAP2K1/CDKN1A/NFKBIA/BIRC5/STAT5A/MYD88/MYC/TNF/CXCL8/TGFBR2/MMP9/FAS/TBK1/IFIH1/E2F1/PTK2B/CASP3/IKBKE/KRAS/PIK3CD/TLR2/PIK3CA/APAF1/JAK2/MAP2K4/FOS/AKT3/MAP3K1/JAK3/CREB3L3/CASP10/TLR3/CCNE2/TGFB3,34
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,33/1107,157/8538,0.21019108280254778,1.6211485681735798,3.0317976698040634,0.0030325081236387123,0.026355963773739246,0.020725742410308886,MAP2K1/ITPR3/CDKN1A/HLA-B/SERPINE1/CCND1/VDAC1/MYC/CXCL8/ETS1/HLA-C/TGFBR2/NBN/E2F1/MDM2/HIPK3/PPP3CA/HLA-F/CCNB2/KRAS/PIK3CD/RASSF5/HIPK2/FOXO1/LIN52/MRAS/TRPM7/PIK3CA/RAD50/AKT3/IL1A/CCNE2/TGFB3,33
Human Diseases,Infectious disease: viral,hsa05162,Measles,30/1107,139/8538,0.2158273381294964,1.6646195238930805,3.0490849545315903,0.0030339827960595674,0.026355963773739246,0.020725742410308886,NFKBIB/CCND1/NFKBIA/STAT5A/MYD88/IFNAR2/OAS3/MSN/IL2RG/CDKN1B/FAS/TBK1/IFIH1/EIF2AK2/OAS1/CASP3/IKBKE/PIK3CD/TLR2/PIK3CA/APAF1/FOS/IRF9/AKT3/IL1B/JAK3/IL1A/IL12A/IL2RB/CCNE2,30
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,48/1107,251/8538,0.19123505976095617,1.474945745473391,2.947711755904774,0.0032449437859468017,0.026355963773739246,0.020725742410308886,MAP2K1/BIRC3/FLNA/TUBA1C/CYTH4/TNFRSF10B/ACTG1/MYL12A/NFKBIA/NCKAP1/CDC42/MYD88/PODXL/MYC/TNF/CASP4/CXCL8/KPNA4/ARPC1B/BIRC2/GSDMD/PYCARD/MLKL/CASP7/CASP3/PIK3CD/MYO6/TCF7/DYNC2LI1/PIK3C2B/KIF5B/CASP1/TLR2/PIK3CA/MAP2K4/FOS/NLRP3/PIK3C2A/AKT3/IL1B/EXOC5/ACTR3B/TAB3/LY96/CYFIP2/RHOH/NAIP/TNFSF10,48
NA,NA,hsa04820,Cytoskeleton in muscle cells,45/1107,232/8538,0.1939655172413793,1.496005046257359,2.9562213181801917,0.003249629858220854,0.026355963773739246,0.020725742410308886,ITGA5/AMPD3/ATP1A1/TPM2/ACTG1/MYH9/ITGAV/ITGA2/COL5A2/COL4A2/PDLIM7/ITGA6/ANKRD1/TPM1/PDLIM2/COL3A1/FMNL1/MYPN/ITGB4/ITGB3/ENO3/CAPZA1/COL27A1/ITGA1/COL6A2/THBS3/PDLIM4/ATP1A3/PKP2/SPTBN5/COL9A3/OBSCN/COL11A1/DIAPH2/TLN2/COL9A2/TRIM63/MYOZ3/SNTB1/XIRP2/DTNA/MYH15/ITGB6/LMOD1/SSPN,45
Organismal Systems,Immune system,hsa04670,Leukocyte transendothelial migration,26/1107,116/8538,0.22413793103448276,1.7287169423418371,3.0498821864765446,0.003255736701461907,0.026355963773739246,0.020725742410308886,ICAM1/ACTG1/ESAM/MYL12A/PXN/RAPGEF3/CDC42/MSN/VASP/MMP9/CLDN18/CYBA/RAC2/PTK2B/PIK3CD/THY1/RASSF5/PTPN11/ARHGAP5/ITGAM/PIK3CA/ROCK1/ITGB2/NCF4/RHOH/CLDN10,26
Human Diseases,Infectious disease: viral,hsa05163,Human cytomegalovirus infection,44/1107,226/8538,0.19469026548672566,1.501594838957239,2.9495606591257717,0.003336594051037486,0.026382371566342912,0.02074650890975573,MAP2K1/ITPR3/CDKN1A/CX3CL1/HLA-B/CCL5/TAPBP/CCND1/PXN/NFKBIA/CALR/TAP1/ITGAV/MYC/TNF/CXCL8/CCL2/HLA-C/TAP2/RAC2/FAS/TBK1/STING1/E2F1/MDM2/PPP3CA/HLA-F/PTK2B/ITGB3/CASP3/KRAS/PIK3CD/GNG10/PIK3CA/AKT3/IL1B/CCL3L1/ROCK1/PTGER1/GNG4/PTGS2/CREB3L3/GNG7/ADCY5,44
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,17/1107,66/8538,0.25757575757575757,1.986614108565328,3.1054828578090707,0.003641887235507493,0.02814185591073972,0.022130128177485726,IL4R/IFNGR2/IL23A/IL2RG/TNF/IFNGR1/IL12RB1/TLR2/IL1B/IL1A/HLA-DOB/IL12A/NOD2/IL18R1/TGFB3/HLA-DPA1/HLA-DQB1,17
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,19/1107,78/8538,0.24358974358974358,1.8787436592314644,3.0090343437962512,0.004283157011509557,0.03236163075362777,0.025448465050840415,ITGA5/IRF1/C3/MYD88/IL23A/TNF/CXCL8/PYCARD/CASP7/CASP3/CASP1/ITGAM/FOS/NLRP3/IL1B/IL1A/ITGB2/IL12A/LY96,19
Cellular Processes,Transport and catabolism,hsa04148,Efferocytosis,32/1107,157/8538,0.20382165605095542,1.5720228539865018,2.7920173122033307,0.005661849801979428,0.04116257539822472,0.03236933173730366,MAP2K1/CX3CL1/ANO9/DUSP5/LRP1/CALR/ITGAV/CD47/SCARF1/DUSP2/ADAM9/PPARG/SLC16A1/ADAM17/PROS1/ATP2A3/ATP11C/HIF1A/CASP7/ITGB3/CASP3/CD24/PTPN11/CASP1/ARG2/ANO7/JAK2/CAMK2A/CH25H/PTGS2/GPR132/ALOX15,32
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,36/1107,182/8538,0.1978021978021978,1.5255963548646474,2.766251379177829,0.005773623677419288,0.04116257539822472,0.03236933173730366,C3/HSPD1/CTSS/IFNGR2/MYD88/IL23A/TNF/CD74/TCIRG1/KSR1/IFNGR1/PPP3CA/CASP3/TLR2/ITGAM/APAF1/JAK2/CYP27B1/CAMK2A/AKT3/IL1B/IL1A/ITGB2/HLA-DOB/IL12A/NOD2/CASP10/RFXAP/ATP6V0D2/CLEC7A/TGFB3/EEA1/FCGR2A/PLA2R1/HLA-DPA1/HLA-DQB1,36
